,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,Meta Keywords 2,Meta Keywords 2 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
249,https://uhnj.org/press_room/Virtual_Urgent_Care_Release.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,187141,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.084,"Fri, 09 Apr 2021 06:47:10 GMT",,,,1.1,https://uhnj.org/press_room/Virtual_Urgent_Care_Release.pdf,2022-02-04 11:34:28
250,https://uhnj.org/cardiology/treatment/research.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Cardiology | University Hospital, Newark, NJ",44,389,,0,0,,0,,0,Cardiology,10,,0,Interventional Cardiology,25,RESEARCH,8,,,,,,,,,,24812,608,22.246,2,,52,21,0,3.94,92,50,0,12,11,0,,,,,e48192fadb7c0395c151dd12bc5c43f,0.083,"Tue, 26 Oct 2021 13:19:49 GMT",,,,1.1,https://uhnj.org/cardiology/treatment/research.htm,2022-02-04 11:34:28
251,http://www.uhnj.org/specialized_services/ASC/what_is.htm,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,237,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.035,,https://uhnj.org/specialized_services/ASC/what_is.htm,HTTP Redirect,,1.1,http://www.uhnj.org/specialized_services/ASC/what_is.htm,2022-02-04 11:34:28
252,https://uhnj.org/ACC/forms/index.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Ambulatory Care Services | University Hospital, Newark, NJ",58,523,,0,0,,0,,0,Ambulatory Care Services,24,,0,Forms,5,,0,,,,,,,,,,20260,106,8.987,2,,60,27,0,5.07,81,45,0,10,10,0,,,,,541f2436739c43881de4b911928bb3ed,0.089,"Tue, 26 Oct 2021 13:18:27 GMT",,,,1.1,https://uhnj.org/ACC/forms/index.htm,2022-02-04 11:34:28
253,https://uhnj.org/community/Oncology_Community_Outreach_Activity.pdf?pdf=Oncology%20Community%20Outreach%20Activity%20SummaryOncology%20Community%20Outreach%20Activity%20Summary,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,98332,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.026,"Fri, 09 Apr 2021 06:39:29 GMT",,,,1.1,https://uhnj.org/community/Oncology_Community_Outreach_Activity.pdf?pdf=Oncology%20Community%20Outreach%20Activity%20SummaryOncology%20Community%20Outreach%20Activity%20Summary,2022-02-04 11:34:28
254,https://uhnj.org/specialized_services/ENT/oto-neuro.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Specialized Services | University Hospital, Newark, NJ",54,477,,0,0,,0,,0,Otolaryngology/Head and Neck Surgery,36,,0,Otology and Neurotology,23,,0,,,,,,,,,,20106,231,14.364,2,,27,11,0,2.06,68,40,0,10,10,0,,,,,a1ed3c6769f7567fae97b7f1be946a91,0.027,"Tue, 26 Oct 2021 13:48:49 GMT",,,,1.1,https://uhnj.org/specialized_services/ENT/oto-neuro.htm,2022-02-04 11:34:28
255,https://uhnj.org/patients/video/amazing_medicine.htm,text/html; charset=UTF-8,200,OK,Indexable,,Amazing Medicine Practiced Here - Charisse Smullen,50,473,,0,0,Univesity Hospital Newark - New Jersey,38,,0,Amazing Medicine Practiced Here,31,,0,,0,,0,,,,,,,,,,16548,712,30.783,2,,16,11,0,2.06,43,34,0,7,7,0,,,,,400296d16a1f7630b079a056405f2e41,0.026,"Fri, 09 Apr 2021 06:46:40 GMT",,,,1.1,https://uhnj.org/patients/video/amazing_medicine.htm,2022-02-04 11:34:28
256,https://uhnj.org/about/board/bod_minutes/index.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Board of Directors | About the Hospital | University Hospital, Newark, NJ",73,630,,0,0,,0,,0,Board Meeting Minutes,21,,0,,0,,0,,,,,,,,,,41753,375,9.419,2,,42,17,0,3.19,146,106,0,12,12,0,,,,,8dba63bfcac7b6b4a47a8c6c609e7ac3,0.087,"Tue, 01 Feb 2022 17:12:57 GMT",,,,1.1,https://uhnj.org/about/board/bod_minutes/index.htm,2022-02-04 11:34:28
257,https://uhnj.org/press_room/NHamstra/index.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Press Room | University Hospital, Newark, NJ",44,403,,0,0,,0,,0,<![endif]>,10,,0,University Hospital,19,,0,,,,,,,,,,39431,673,15.313,2,,13,2,0,0.38,80,48,0,12,12,0,,,,,f2abb7c2810c1916f90f4332ee14fac9,0.027,"Tue, 01 Feb 2022 17:16:40 GMT",,,,1.1,https://uhnj.org/press_room/NHamstra/index.htm,2022-02-04 11:34:28
258,https://uhnj.org/press_room/Black_Lives_Matter_Statement.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,126544,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.025,"Fri, 09 Apr 2021 06:47:59 GMT",,,,1.1,https://uhnj.org/press_room/Black_Lives_Matter_Statement.pdf,2022-02-04 11:34:28
259,https://uhnj.org/epilepsy/index.shtml,text/html; charset=UTF-8,200,OK,Indexable,,"Epilepsy Center | University Hospital, Newark, NJ",49,435,,0,0,,0,,0,The Epilepsy Center,19,,0,The Epilepsy Center,19,,0,,,,,,,,,,22760,267,13.282,2,,49,19,0,3.56,92,49,0,10,10,0,,,,,1ec738053e1ecd1a36cc58ba461c5a4a,0.028,,,,,1.1,https://uhnj.org/epilepsy/index.shtml,2022-02-04 11:34:28
260,https://uhnj.org/directory/psychiatry/geriatric.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,Psychiatry,10,,0,,,,,,,,,,23262,210,10.989,2,,19,3,0,0.56,110,47,0,14,12,0,,,,,f8cbea25e453e9cbd6f6a5290c75a452,0.076,"Tue, 01 Feb 2022 17:14:07 GMT",,,,1.1,https://uhnj.org/directory/psychiatry/geriatric.htm,2022-02-04 11:34:28
261,https://uhnj.org/visitation/Visitation_Guidance.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,235073,0,0.0,2,,2,2,0,0.38,0,0,0,0,0,0,,,,,,0.026,"Thu, 12 Aug 2021 18:18:55 GMT",,,,1.1,https://uhnj.org/visitation/Visitation_Guidance.pdf,2022-02-04 11:34:28
262,https://uhnj.org/about/COB/members/ODowd.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Community Oversight Board | About the Hospital | University Hospital, Newark, NJ",80,721,,0,0,,0,,0,UH Community Oversight Board,28,,0,Community Oversight Board,25,,0,,,,,,,,,,20250,270,14.118,2,,8,2,0,0.38,62,37,0,10,10,0,,,,,7db1fa45d8a27ca59ba9725fd6479e61,0.025,"Tue, 26 Oct 2021 13:18:20 GMT",,,,1.1,https://uhnj.org/about/COB/members/ODowd.htm,2022-02-04 11:34:28
263,https://uhnj.org/directory/medicine/infectious_diseases.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,Medicine,8,,0,,,,,,,,,,26196,318,12.622,2,,19,3,0,0.56,121,57,0,14,12,0,,,,,c2f99de58301cba92ae52a3bac0c11ed,0.054,"Tue, 01 Feb 2022 17:13:54 GMT",,,,1.1,https://uhnj.org/directory/medicine/infectious_diseases.htm,2022-02-04 11:34:28
264,https://uhnj.org/directory/obgyn/Mat_fetal_med.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,OB Gyn,6,,0,,,,,,,,,,24901,322,13.544,2,,19,3,0,0.56,114,51,0,14,12,0,,,,,ab03aacf73b737ed34ef5ddea2c8eb2,0.026,"Tue, 01 Feb 2022 17:13:51 GMT",,,,1.1,https://uhnj.org/directory/obgyn/Mat_fetal_med.htm,2022-02-04 11:34:28
265,https://uhnj.org/ACC/healthy_heart/team.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Ambulatory Care Services | University Hospital, Newark, NJ",58,523,,0,0,,0,,0,Ambulatory Care Services,24,,0,Healthy Heart Program,21,,0,,,,,,,,,,21073,341,15.967,2,,62,27,0,5.07,69,42,0,10,10,0,,,,,bcd8e2618aa99f3e68a31b20a39e9738,0.076,"Tue, 26 Oct 2021 13:18:39 GMT",,,,1.1,https://uhnj.org/ACC/healthy_heart/team.htm,2022-02-04 11:34:28
266,https://uhnj.org/ACC/healthy_heart/meet_team.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Ambulatory Care Services | University Hospital, Newark, NJ",58,523,,0,0,,0,,0,Ambulatory Care Services,24,,0,Healthy Heart Program,21,,0,,,,,,,,,,26227,1069,32.179,2,,62,27,0,5.07,69,42,0,10,10,0,,,,,a6d34234df2410a2d6c7b5be27ab4eb2,0.026,"Tue, 26 Oct 2021 13:18:39 GMT",,,,1.1,https://uhnj.org/ACC/healthy_heart/meet_team.htm,2022-02-04 11:34:28
267,https://uhnj.org/directory/ophthalmology/ophth_path.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,Ophthalmology,13,,0,,,,,,,,,,22142,202,11.737,2,,31,18,0,3.38,97,64,0,12,12,0,,,,,627359ed2a685949ad8db897b1d18bb4,0.084,"Tue, 01 Feb 2022 17:13:58 GMT",,,,1.1,https://uhnj.org/directory/ophthalmology/ophth_path.htm,2022-02-04 11:34:28
268,https://uhnj.org/volunteer/RA-Program/application.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Emergency Medicine Research Associate Internship | University Hospital, Newark, NJ",82,753,,0,0,,0,,0,Emergency Medicine Research Associate Internship,48,,0,,0,,0,,,,,,,,,,18838,49,7.604,2,,8,2,0,0.38,62,38,0,12,11,0,,,,,dfda33d5c7efd72b450dcbd1778ee8dc,0.026,"Tue, 26 Oct 2021 13:51:19 GMT",,,,1.1,https://uhnj.org/volunteer/RA-Program/application.htm,2022-02-04 11:34:28
269,https://uhnj.org/about/COB/members/elnahal.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Community Oversight Board | About the Hospital | University Hospital, Newark, NJ",80,721,,0,0,,0,,0,UH Community Oversight Board,28,,0,Community Oversight Board,25,,0,,,,,,,,,,22337,575,22.041,2,,9,2,0,0.38,62,37,0,10,10,0,,,,,30b59c88957c6a68922b8602a002f493,0.027,"Tue, 26 Oct 2021 13:18:20 GMT",,,,1.1,https://uhnj.org/about/COB/members/elnahal.htm,2022-02-04 11:34:28
270,https://uhnj.org/epilepsy/html/contactus/index.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Epilepsy Center | University Hospital, Newark, NJ",49,435,,0,0,,0,,0,The Epilepsy Center,19,Contact Us,10,,0,,0,,,,,,,,,,30193,185,8.279,2,,49,19,0,3.56,92,49,0,10,10,0,,,,,911c27422f94214bca11c3ab49aa732b,0.025,"Tue, 26 Oct 2021 13:22:18 GMT",,,,1.1,https://uhnj.org/epilepsy/html/contactus/index.htm,2022-02-04 11:34:28
271,https://uhnj.org/patients/UH-Patient-Welcome-Book.pdf?pdf=Guide%20to%20Patient%20Services,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,282,0,0.0,2,,2,2,0,0.38,0,0,0,0,0,0,,,,,,0.025,,https://uhnj.org/patients/handbook.htm?pdf=Guide%20to%20Patient%20Services,HTTP Redirect,,1.1,https://uhnj.org/patients/UH-Patient-Welcome-Book.pdf?pdf=Guide%20to%20Patient%20Services,2022-02-04 11:34:28
272,https://uhnj.org/patient_experience/images/Salano.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,25231,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.027,"Fri, 09 Apr 2021 06:46:35 GMT",,,,1.1,https://uhnj.org/patient_experience/images/Salano.png,2022-02-04 11:34:28
273,https://uhnj.org/volunteer/RA-Program/map.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Emergency Medicine Research Associate Internship | University Hospital, Newark, NJ",82,753,,0,0,,0,,0,Emergency Medicine Research Associate Internship,48,,0,,0,,0,,,,,,,,,,19188,98,9.063,2,,22,8,0,1.5,62,37,0,12,11,0,,,,,530bcd86f2ecc56d55783d88f7d8710b,0.026,"Tue, 26 Oct 2021 13:51:12 GMT",,,,1.1,https://uhnj.org/volunteer/RA-Program/map.htm,2022-02-04 11:34:28
274,https://uhnj.org/braintumor/html/braintumortreatments/virtualpolestar.htm,text/html; charset=UTF-8,200,OK,Indexable,,"University Hospital, Newark, NJ",31,278,,0,0,,0,,0,The Brain Tumor Program,23,,0,Intra-operative MRI (Polestar),30,,0,,,,,,,,,,27773,660,19.574,2,,53,20,0,3.75,130,47,0,10,10,0,,,,,915e32a7e410bedc2da80b5df4ea2c81,0.026,"Tue, 26 Oct 2021 13:19:22 GMT",,,,1.1,https://uhnj.org/braintumor/html/braintumortreatments/virtualpolestar.htm,2022-02-04 11:34:28
275,https://uhnj.org/directory/obgyn/gynecologic_oncology.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,OB Gyn,6,,0,,,,,,,,,,24599,332,14.064,2,,19,3,0,0.56,112,49,0,14,12,0,,,,,c3c52a83623acac406c8d8f086b8178f,0.026,"Tue, 01 Feb 2022 17:13:51 GMT",,,,1.1,https://uhnj.org/directory/obgyn/gynecologic_oncology.htm,2022-02-04 11:34:28
276,https://uhnj.org/specialized_services/ENT/cochlear_implants.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Specialized Services | University Hospital, Newark, NJ",54,477,,0,0,,0,,0,Otolaryngology/Head and Neck Surgery,36,,0,Cochlear Implants,17,,0,,,,,,,,,,23964,804,27.149,2,,27,11,0,2.06,68,40,0,10,10,0,,,,,9ae340563b6ee5dc0e2349bd48488e5b,0.026,"Tue, 26 Oct 2021 13:48:47 GMT",,,,1.1,https://uhnj.org/specialized_services/ENT/cochlear_implants.htm,2022-02-04 11:34:28
277,https://uhnj.org/directory/psychiatry/psychosomatic.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,Psychiatry,10,,0,,,,,,,,,,23275,210,11.004,2,,19,3,0,0.56,110,47,0,14,12,0,,,,,71b88687752128ea3a6264f7b9e8bd00,0.085,"Tue, 01 Feb 2022 17:14:08 GMT",,,,1.1,https://uhnj.org/directory/psychiatry/psychosomatic.htm,2022-02-04 11:34:28
278,https://uhnj.org/specialized_services/livertransplant/html/transplantprocess/afterthetransplant.htm,text/html; charset=UTF-8,200,OK,Indexable,,"University Hospital, Newark, NJ",31,278,,0,0,,0,,0,Center for Advanced Liver Diseases and Transplantation,54,,0,After the Transplant,20,,0,,,,,,,,,,37333,2340,41.829,2,,59,22,0,4.13,86,43,0,16,13,0,,,,,77fdfa0d82174e23bfc0271d4d1fe913,0.027,"Tue, 26 Oct 2021 13:48:36 GMT",,,,1.1,https://uhnj.org/specialized_services/livertransplant/html/transplantprocess/afterthetransplant.htm,2022-02-04 11:34:28
279,https://uhnj.org/auxiliary/index.shtml,text/html; charset=UTF-8,200,OK,Indexable,,"University Hospital, Newark, NJ",31,278,,0,0,,0,,0,University Hospital Auxiliary,29,,0,University Hospital Auxiliary,29,,0,,,,,,,,,,19107,147,10.408,2,,21,7,0,1.31,62,36,0,10,10,0,,,,,d79fce9cab812a35e248b4aecb95dbda,0.027,,,,,1.1,https://uhnj.org/auxiliary/index.shtml,2022-02-04 11:34:28
280,https://uhnj.org/press_room/UH_Foundation_New_Executive_Director.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,64181,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.03,"Fri, 09 Apr 2021 06:47:15 GMT",,,,1.1,https://uhnj.org/press_room/UH_Foundation_New_Executive_Director.pdf,2022-02-04 11:34:28
281,https://uhnj.org/supplier_diversity/certification.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Supplier Diversity | University Hospital, Newark, NJ",52,450,,0,0,,0,,0,Supplier Diversity,18,,0,"Certification Standards, Classifications and Requirements",57,,0,,,,,,,,,,22273,440,19.814,2,,25,10,0,1.88,66,39,0,16,15,0,,,,,1a2dc984427b8453e456d52836342555,0.027,"Tue, 26 Oct 2021 13:50:34 GMT",,,,1.1,https://uhnj.org/supplier_diversity/certification.htm,2022-02-04 11:34:28
282,https://uhnj.org/medical_records/faqs.shtml,text/html; charset=UTF-8,200,OK,Indexable,,"Medical Records | University Hospital, Newark, NJ",49,442,,0,0,,0,,0,Health Information Management (Medical Records),47,,0,Frequently Asked Questions,26,,0,,,,,,,,,,23478,691,21.479,2,,12,3,0,0.56,57,36,0,11,11,0,,,,,e8f6e64e94d02e4d49d316d27c175af6,0.024,,,,,1.1,https://uhnj.org/medical_records/faqs.shtml,2022-02-04 11:34:28
283,https://uhnj.org/directory/psychiatry/women_issues.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,Psychiatry,10,,0,,,,,,,,,,23579,217,11.032,2,,19,3,0,0.56,112,49,0,14,12,0,,,,,d189aa3f12480e2970e84c5e9b2f3093,0.028,"Tue, 01 Feb 2022 17:14:08 GMT",,,,1.1,https://uhnj.org/directory/psychiatry/women_issues.htm,2022-02-04 11:34:28
285,https://uhnj.org/directory/ophthalmology/low_vision%20.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,Ophthalmology,13,,0,,,,,,,,,,22381,262,13.253,2,,31,18,0,3.38,96,63,0,12,12,0,,,,,c40eb931f54985595b9ae26f46ec40e8,0.026,"Tue, 01 Feb 2022 17:13:58 GMT",,,,1.1,https://uhnj.org/directory/ophthalmology/low_vision%20.htm,2022-02-04 11:34:28
286,https://uhnj.org/press_room/Trauma_Release_12-7.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,312455,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.027,"Fri, 09 Apr 2021 06:47:54 GMT",,,,1.1,https://uhnj.org/press_room/Trauma_Release_12-7.pdf,2022-02-04 11:34:29
287,https://uhnj.org/OPR/resident_orientation.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Office of Physician Relations | University Hospital, Newark, NJ",63,546,,0,0,,0,,0,Office of Physician Relations,29,,0,FY17 Resident & Student Mandatory Hospital Online Training,58,Log in with your RUID (non Rutgers students will need Guest portal access to log into moodle1):,95,,,,,,,,,,19744,184,12.222,2,,22,8,0,1.5,64,38,0,11,11,0,,,,,bcc645d7037baa0fa6baa3a3f734aad1,0.026,"Tue, 26 Oct 2021 13:26:27 GMT",,,,1.1,https://uhnj.org/OPR/resident_orientation.htm,2022-02-04 11:34:28
288,https://uhnj.org/directory/neurosciences/emg.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,Neurosciences,13,,0,,,,,,,,,,23727,241,11.676,2,,19,3,0,0.56,112,49,0,14,12,0,,,,,51140d3a14fe9f166f47ebfee9d7c69,0.079,"Tue, 01 Feb 2022 17:13:45 GMT",,,,1.1,https://uhnj.org/directory/neurosciences/emg.htm,2022-02-04 11:34:28
289,https://uhnj.org/maternity/images/GoldSeal.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,24336,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.081,"Wed, 17 Feb 2021 23:03:50 GMT",,,,1.1,https://uhnj.org/maternity/images/GoldSeal.png,2022-02-04 11:34:29
290,https://uhnj.org/about/board/financial_statements/statements.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Board of Directors | About the Hospital | University Hospital, Newark, NJ",73,630,,0,0,,0,,0,Financial Statements,20,,0,,0,,0,,,,,,,,,,24004,122,7.938,2,,37,17,0,3.19,96,68,0,10,10,0,,,,,6c05a0ca0cc28a8ccc51464768b99d67,0.027,"Mon, 13 Dec 2021 15:42:35 GMT",,,,1.1,https://uhnj.org/about/board/financial_statements/statements.htm,2022-02-04 11:34:29
291,https://uhnj.org/visitation/Visitation_yellow-no-link.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,8217,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.025,"Thu, 12 Aug 2021 18:18:56 GMT",,,,1.1,https://uhnj.org/visitation/Visitation_yellow-no-link.png,2022-02-04 11:34:29
292,https://uhnj.org/directory/anesthesia/general_anesthesiology.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,General Anesthesia,18,,0,,,,,,,,,,27141,386,14.154,2,,19,3,0,0.56,119,56,0,14,12,0,,,,,c180cd3b1f05052542705e77d1a99746,0.028,"Tue, 01 Feb 2022 17:13:52 GMT",,,,1.1,https://uhnj.org/directory/anesthesia/general_anesthesiology.htm,2022-02-04 11:34:29
293,https://uhnj.org/specialized_services/ENT/plastic.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Specialized Services | University Hospital, Newark, NJ",54,477,,0,0,,0,,0,Otolaryngology/Head and Neck Surgery,36,,0,Facial Plastic and Reconstructive Surgery,41,,0,,,,,,,,,,19981,221,13.763,2,,27,11,0,2.06,68,40,0,10,10,0,,,,,da176792f7a899fc3ecbe88fb54c76e,0.083,"Tue, 26 Oct 2021 13:48:46 GMT",,,,1.1,https://uhnj.org/specialized_services/ENT/plastic.htm,2022-02-04 11:34:29
294,https://uhnj.org/directory/medicine/occupational_med.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,Medicine,8,,0,,,,,,,,,,24331,293,13.129,2,,19,3,0,0.56,113,50,0,14,12,0,,,,,c279d62e2f6216a9dfdd846528289c08,0.079,"Tue, 01 Feb 2022 17:13:54 GMT",,,,1.1,https://uhnj.org/directory/medicine/occupational_med.htm,2022-02-04 11:34:29
295,https://uhnj.org/epilepsy/html/diagnosisandtreatment/diagnostictests.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Epilepsy Center | University Hospital, Newark, NJ",49,435,,0,0,,0,,0,The Epilepsy Center,19,Diagnostic Tests for Epilepsy,29,,0,,0,,,,,,,,,,32449,869,20.606,2,,51,19,0,3.56,93,49,0,10,10,0,,,,,f881b6f94ec1f0df24155f2031de4542,0.094,"Tue, 26 Oct 2021 13:22:16 GMT",,,,1.1,https://uhnj.org/epilepsy/html/diagnosisandtreatment/diagnostictests.htm,2022-02-04 11:34:29
296,https://uhnj.org/epilepsy/html/epilepsyandkids/pedsgeneral.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Epilepsy Center | University Hospital, Newark, NJ",49,435,,0,0,,0,,0,The Epilepsy Center,19,The Pediatric Experience,24,,0,,0,,,,,,,,,,24552,415,15.433,2,,50,19,0,3.56,92,49,0,10,10,0,,,,,20e9834fb266a017ea8df373d488eb72,0.082,"Tue, 26 Oct 2021 13:22:20 GMT",,,,1.1,https://uhnj.org/epilepsy/html/epilepsyandkids/pedsgeneral.htm,2022-02-04 11:34:29
297,https://uhnj.org/press_room/Executive-Press-Release.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,381972,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.024,"Fri, 09 Apr 2021 06:47:11 GMT",,,,1.1,https://uhnj.org/press_room/Executive-Press-Release.pdf,2022-02-04 11:34:29
298,https://uhnj.org/directory/obgyn/reprod_endo.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,OB Gyn,6,,0,,,,,,,,,,25004,338,14.368,2,,20,3,0,0.56,114,50,0,14,12,0,,,,,b3085de4da956117e565f4cfa2c49517,0.025,"Tue, 01 Feb 2022 17:13:51 GMT",,,,1.1,https://uhnj.org/directory/obgyn/reprod_endo.htm,2022-02-04 11:34:29
299,https://uhnj.org/about/board/Public_Notice/Public_Notice_Agenda_and_Protocol_for_Comment.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,195435,0,0.0,2,,4,4,0,0.75,0,0,0,0,0,0,,,,,,0.027,"Tue, 23 Nov 2021 19:52:08 GMT",,,,1.1,https://uhnj.org/about/board/Public_Notice/Public_Notice_Agenda_and_Protocol_for_Comment.pdf,2022-02-04 11:34:29
300,https://uhnj.org/specialized_services/livertransplant/html/introduction/meetthestaff.htm,text/html; charset=UTF-8,200,OK,Indexable,,"University Hospital, Newark, NJ",31,278,,0,0,,0,,0,Center for Advanced Liver Diseases and Transplantation,54,,0,Meet the Team,13,,0,,,,,,,,,,39822,2245,41.224,2,,59,22,0,4.13,95,52,0,18,15,0,,,,,6ee65408777c58a6c41a37671e259569,0.026,"Tue, 26 Oct 2021 13:48:31 GMT",,,,1.1,https://uhnj.org/specialized_services/livertransplant/html/introduction/meetthestaff.htm,2022-02-04 11:34:29
301,https://uhnj.org/specialized_services/livertransplant/html/transplantprocess/pretransprocess.htm,text/html; charset=UTF-8,200,OK,Indexable,,"University Hospital, Newark, NJ",31,278,,0,0,,0,,0,Center for Advanced Liver Diseases and Transplantation,54,,0,The Transplant Process Pre-Transplant,37,,0,,,,,,,,,,36177,1877,36.221,2,,59,22,0,4.13,86,43,0,16,13,0,,,,,a99d06153a192f2737c2d5654849a75b,0.027,"Tue, 26 Oct 2021 13:48:35 GMT",,,,1.1,https://uhnj.org/specialized_services/livertransplant/html/transplantprocess/pretransprocess.htm,2022-02-04 11:34:29
302,https://uhnj.org/auxiliary/how.htm,text/html; charset=UTF-8,200,OK,Indexable,,"University Hospital, Newark, NJ",31,278,,0,0,,0,,0,University Hospital Auxiliary,29,,0,How You Can Help,16,,0,,,,,,,,,,19023,112,9.203,2,,20,7,0,1.31,68,39,0,10,10,0,,,,,c21cc4feb88ca7701e64b698c1e4922c,0.03,"Tue, 26 Oct 2021 13:19:06 GMT",,,,1.1,https://uhnj.org/auxiliary/how.htm,2022-02-04 11:34:29
