,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,Search 1: bridge clinic,URL Encoded Address,Crawl Timestamp
583,https://www.ynhh.org/smilow/services/research-clinical-trials,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,66,27,0,8.44,0,0,0,0,0,0,,,,,,0.123,,,,,1.1,0,https://www.ynhh.org/smilow/services/research-clinical-trials,2021-11-29 14:58:07
584,https://www.ynhh.org/services/neurology-neurosurgery/conditions,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Epilepsy Treatment at Yale New Haven Hospital,45,421,"Collectively, our Epilepsy specialty team brings more experience than almost any other program in the world at Yale New Haven Hospital",134,844,"Epilepsy, epilepsy surgery, epilepsy monitoring, epilepsy treatment, temporal lobe resection, corpus colostomy, Brain mapping",125,Neurological Conditions,23,,0,Treatable Conditions,20,Thank you for your feedback.,28,,,,https://www.ynhh.org/,,,,,,85330,668,7.559,2,,24,7,0,2.19,200,75,0,80,32,0,,,,,b58fa9f39a5b594d80c5af5d48b444dc,0.475,,,,,1.1,0,https://www.ynhh.org/services/neurology-neurosurgery/conditions,2021-11-29 14:58:07
585,https://www.ynhh.org/smilow/services/support-services/cancer-genetic-counseling,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Genetic Counseling,18,174,Cancer Genetic Counseling is a new frontier in the fight against cancer. It provides genetic counseling and testing to people at increased risk for hereditary cancer and helps them to make informed medical decisions based on their own personal risk assessment.,260,1617,genetic counseling,18,Cancer Genetic Counseling,25,,0,Cancer: The Family Connection,29,Genetics and Prevention,23,,,,https://www.ynhh.org/,,,,,,88210,1241,11.012,2,,10,7,0,2.19,186,74,0,67,30,0,,,,,9c2b3f6be3c83a15dd3687743b6feee7,0.454,,,,,1.1,0,https://www.ynhh.org/smilow/services/support-services/cancer-genetic-counseling,2021-11-29 14:58:08
586,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2020/summary_f6304_July/HindiF6304_Summary_of_FAP_and_Application_0620.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.116,,,,,1.1,0,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2020/summary_f6304_July/HindiF6304_Summary_of_FAP_and_Application_0620.ashx,2021-11-29 14:58:08
587,https://www.ynhh.org/medical-professionals/gme.aspx,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Graduate Medical Education,26,250,Learn about Yale New Haven's world-renowned residency and fellowship programs,77,512,,0,Graduate Medical Education,26,,0,We Train Tomorrow’s Leaders in Medicine,39,Thank you for your feedback.,28,,,,https://www.ynhh.org/,,,,,,85694,782,8.381,2,,5,2,0,0.63,192,74,0,81,33,0,,,,,1df8a8d565a3217548c2dd8c487b108a,0.338,,,,,1.1,0,https://www.ynhh.org/medical-professionals/gme.aspx,2021-11-29 14:58:08
589,https://www.ynhh.org/services/Department-of-Radiology-and-Biomedical-Imaging/MRI,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,12,6,0,1.88,0,0,0,0,0,0,,,,,,0.138,,,,,1.1,0,https://www.ynhh.org/services/Department-of-Radiology-and-Biomedical-Imaging/MRI,2021-11-29 14:58:09
590,https://www.ynhh.org/patients-visitors/billing-insurance/Pricing,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,9,5,0,1.56,0,0,0,0,0,0,,,,,,0.118,,,,,1.1,0,https://www.ynhh.org/patients-visitors/billing-insurance/Pricing,2021-11-29 14:58:09
591,https://www.ynhh.org/medical-professionals/gme/gme-registration,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,GME Registration - Yale New Haven Hospital,42,397,Register for Graduate Medical Education (GME),45,298,"graduate medical education, medical professionals, registration",63,Graduate Medical Education (GME) Registration,45,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,82119,569,6.953,2,,11,4,0,1.25,179,73,0,80,32,0,,,,,e17f287d8036182342dfdf1f4734b0d3,0.449,,,,,1.1,0,https://www.ynhh.org/medical-professionals/gme/gme-registration,2021-11-29 14:58:08
592,https://www.ynhh.org/patients-visitors/your-visit-stay/protective-services,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,5,3,0,0.94,0,0,0,0,0,0,,,,,,0.229,,,,,1.1,0,https://www.ynhh.org/patients-visitors/your-visit-stay/protective-services,2021-11-29 14:58:09
593,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2021/policy_2296/2021_FAP_Spanish.ashx,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,211861,0,0.0,2,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.344,"Tue, 23 Feb 2021 19:25:35 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2021/policy_2296/2021_FAP_Spanish.ashx,2021-11-29 14:58:09
594,https://www.ynhh.org/news/all-ynhhs-hospitals-named-as-leaders-in-lgbtq-healthcare-equality,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.119,,,,,1.1,0,https://www.ynhh.org/news/all-ynhhs-hospitals-named-as-leaders-in-lgbtq-healthcare-equality,2021-11-29 14:58:09
595,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2020/summary_f6304_July/GermanF6304_Summary_of_FAP_and_Application_0620.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.131,,,,,1.1,0,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2020/summary_f6304_July/GermanF6304_Summary_of_FAP_and_Application_0620.ashx,2021-11-29 14:58:09
596,https://www.ynhh.org/-/media/Images/Page-Content/YNHH-Page-Content/Patients-and-Visitors/glass-door-gift-shop/giftshop_wishes.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.139,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Page-Content/YNHH-Page-Content/Patients-and-Visitors/glass-door-gift-shop/giftshop_wishes.ashx,2021-11-29 14:58:09
597,https://www.ynhh.org/services/hospitalist-services,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.123,,,,,1.1,0,https://www.ynhh.org/services/hospitalist-services,2021-11-29 14:58:10
598,https://www.ynhh.org/about/community/auxiliary/auxiliary-timeline,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,3,1,0,0.31,0,0,0,0,0,0,,,,,,0.116,,,,,1.1,0,https://www.ynhh.org/about/community/auxiliary/auxiliary-timeline,2021-11-29 14:58:10
599,https://www.ynhh.org/smilow/about,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,About Us,8,81,,0,0,,0,About Smilow Cancer Hospital,28,,0,We Are Leading the Way,22,Thank you for your feedback.,28,,,,https://www.ynhh.org/,,,,,,80227,618,7.099,2,,64,27,0,8.44,169,65,0,66,29,0,,,,,f006f6935be2ad5576afe7b428b2cabf,0.436,,,,,1.1,0,https://www.ynhh.org/smilow/about,2021-11-29 14:58:09
600,https://www.ynhh.org/-/media/Images/Billing-and-Insurance/billing_statement_page_1_1550_061920R.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.141,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Billing-and-Insurance/billing_statement_page_1_1550_061920R.ashx,2021-11-29 14:58:10
601,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2021/policy_2296/2021_FAP_Chinese_Simplified.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.121,,,,,1.1,0,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2021/policy_2296/2021_FAP_Chinese_Simplified.ashx,2021-11-29 14:58:10
602,https://www.ynhh.org/childrens-hospital/contact,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,91,44,0,13.75,0,0,0,0,0,0,,,,,,0.113,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/contact,2021-11-29 14:58:10
603,https://www.ynhh.org/medical-professionals/safety-goals.aspx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.131,,,,,1.1,0,https://www.ynhh.org/medical-professionals/safety-goals.aspx,2021-11-29 14:58:10
604,https://www.ynhh.org/medical-professionals/safety-goals,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,6,4,0,1.25,0,0,0,0,0,0,,,,,,0.116,,,,,1.1,0,https://www.ynhh.org/medical-professionals/safety-goals,2021-11-29 14:58:10
605,https://www.ynhh.org/childrens-hospital/Back-to-School,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Yale New Haven Children's Hospital | Back to School,51,465,"Yale New Haven Health is focused on setting kids up for success ahead of the new school year. Experts are sharing their tips with parents about what they can do to help their child adjust. Learn about vaccinations, COVID-19 safety and helping kids cope with anxiety.",266,1654,"Back to School, COVID",21,Back to School,14,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,91382,686,6.556,2,,10,5,0,1.56,165,67,0,66,29,0,,,,,437f57ed00c7083fed626910ac63f022,0.369,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/Back-to-School,2021-11-29 14:58:10
606,https://www.ynhh.org/-/media/Images/Heros/YNHHS/2701_COVID_Immunocompromised_Vaccination_homepage_hero.ashx?mh=450&mw=338&hash=EED74B48AA560AA2E0486F9671FE2EB8,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,159902,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.225,"Wed, 18 Aug 2021 19:05:24 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Heros/YNHHS/2701_COVID_Immunocompromised_Vaccination_homepage_hero.ashx?mh=450&mw=338&hash=EED74B48AA560AA2E0486F9671FE2EB8,2021-11-29 14:58:11
607,https://www.ynhh.org/patients-visitors/amenities/a-mothers-place-boutique,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,A Mother's Place Boutique - Yale New Haven Hospital,51,473,"A Mother’s Place Boutique offers hospital grade breast pump rentals, personalized bra fittings and breastfeeding supplies.",122,751,"gift shop, A Mother's Place Boutique",36,A Mother's Place Boutique,25,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,88569,994,9.294,2,,18,7,0,2.19,191,69,0,80,32,0,,,,,3abf05dee1f4f5dd30a24209edf79965,0.453,,,,,1.1,0,https://www.ynhh.org/patients-visitors/amenities/a-mothers-place-boutique,2021-11-29 14:58:10
608,https://www.ynhh.org/-/media/Images/Page-Content/YNHHS/comebackkid/landing_scott.ashx?mh=800&mw=1440&hash=FD4AD031107DE03F78FF276F044510CF,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.128,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Page-Content/YNHHS/comebackkid/landing_scott.ashx?mh=800&mw=1440&hash=FD4AD031107DE03F78FF276F044510CF,2021-11-29 14:58:11
609,https://www.ynhh.org/smilow/tools,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Online Tools,12,112,,0,0,,0,Online Tools,12,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,79990,743,7.998,2,,58,27,0,8.44,154,60,0,73,31,0,,,,,e186d1339eb3777a9281181a925ec642,0.453,,,,,1.1,0,https://www.ynhh.org/smilow/tools,2021-11-29 14:58:10
611,https://www.ynhh.org/services/maternity-services/childbirth-resources/breastfeeding-resources,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,4,2,0,0.63,0,0,0,0,0,0,,,,,,0.118,,,,,1.1,0,https://www.ynhh.org/services/maternity-services/childbirth-resources/breastfeeding-resources,2021-11-29 14:58:11
612,https://www.ynhh.org/news-media/patient-stories/neuro,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,23,11,0,3.44,0,0,0,0,0,0,,,,,,0.116,,,,,1.1,0,https://www.ynhh.org/news-media/patient-stories/neuro,2021-11-29 14:58:11
614,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2020/summary_f6304_July/ItalianF6304_Summary_of_FAP_and_Application_0620.ashx,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,681371,0,0.0,2,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.319,"Thu, 16 Jul 2020 18:36:49 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2020/summary_f6304_July/ItalianF6304_Summary_of_FAP_and_Application_0620.ashx,2021-11-29 14:58:11
615,https://www.ynhh.org/-/media/Images/Contact-Us/imgcontactyalenewhaven.ashx?la=en&h=149&w=300&hash=9C08AD2EACD8641F8C8201585846818D,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.146,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Contact-Us/imgcontactyalenewhaven.ashx?la=en&h=149&w=300&hash=9C08AD2EACD8641F8C8201585846818D,2021-11-29 14:58:11
616,https://www.ynhh.org/psychiatric/find-a-doctor,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,19,6,0,1.88,0,0,0,0,0,0,,,,,,0.15,,,,,1.1,0,https://www.ynhh.org/psychiatric/find-a-doctor,2021-11-29 14:58:11
617,https://www.ynhh.org/-/media/Images/Page-Content/YNHHS/Leadership/turnermelissa.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.123,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Page-Content/YNHHS/Leadership/turnermelissa.ashx,2021-11-29 14:58:11
618,https://www.ynhh.org/services/neurology-neurosurgery/conditions/epilepsy,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,12,6,0,1.88,0,0,0,0,0,0,,,,,,0.125,,,,,1.1,0,https://www.ynhh.org/services/neurology-neurosurgery/conditions/epilepsy,2021-11-29 14:58:12
619,https://www.ynhh.org/services/Department-of-Radiology-and-Biomedical-Imaging/Xray,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Yale New Haven Health | Xray,28,265,"X-ray is imaging that produces pictures of soft tissue, bones or organs.",72,440,"X-ray, diagnostic radiology",27,X-ray,5,,0,Additional information,22,Self-schedule X-Ray Exams,25,,,,https://www.ynhh.org/,,,,,,86791,860,8.361,2,,17,7,0,2.19,207,91,0,82,33,0,,,,,ac6a27c2d3c2f9c7716afaa1450e1d7b,0.417,,,,,1.1,0,https://www.ynhh.org/services/Department-of-Radiology-and-Biomedical-Imaging/Xray,2021-11-29 14:58:11
620,https://www.ynhh.org/publications/medical-staff-bulletin,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Medical Staff Bulletin - Yale New Haven Hospital,48,426,Read the current or previous issues of the Medical Staff Bulletin at Yale New Haven Hospital,92,573,"medical staff bulletin, publications",36,Medical Staff Bulletin,22,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,90108,1349,11.608,2,,18,9,0,2.81,188,77,0,80,32,0,,,,,e560aacd7296d402e365218cc8f57712,0.487,,,,,1.1,0,https://www.ynhh.org/publications/medical-staff-bulletin,2021-11-29 14:58:11
621,https://www.ynhh.org/services/heart-and-vascular/atrial-fibrillation,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.13,,,,,1.1,0,https://www.ynhh.org/services/heart-and-vascular/atrial-fibrillation,2021-11-29 14:58:12
622,https://www.ynhh.org/sitecore/service/notfound.aspx?item=web%3A{6949A44D-FFD5-4EDD-8B57-A56F460387E7}%40en,,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,1,1,0,0.31,0,0,0,0,0,0,,,,,,,,,,,None,0,https://www.ynhh.org/sitecore/service/notfound.aspx?item=web%3A%7B6949A44D-FFD5-4EDD-8B57-A56F460387E7%7D%40en,2021-11-29 14:58:12
624,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2020/summary_f6304_July/TurkishF6304_Summary_of_FAP_and_Application_0620.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.136,,,,,1.1,0,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2020/summary_f6304_July/TurkishF6304_Summary_of_FAP_and_Application_0620.ashx,2021-11-29 14:58:12
625,https://www.ynhh.org/services/support-services/support-groups-social-work,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.116,,,,,1.1,0,https://www.ynhh.org/services/support-services/support-groups-social-work,2021-11-29 14:58:12
626,https://www.ynhh.org/about/community/support-services/prescription-assistance,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.123,,,,,1.1,0,https://www.ynhh.org/about/community/support-services/prescription-assistance,2021-11-29 14:58:12
627,https://www.ynhh.org/-/media/Images/Heros/new/YNHHT1About.ashx?mh=295&mw=1440&hash=FB12C5211F691C819307412F48958DFF,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.112,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Heros/new/YNHHT1About.ashx?mh=295&mw=1440&hash=FB12C5211F691C819307412F48958DFF,2021-11-29 14:58:12
628,https://www.ynhh.org/locations/new-haven-1450-chapel-street.aspx,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,"Yale New Haven Hospital, Saint Raphael Campus",45,439,"Welcome to Yale New Haven Hospital Saint Raphael Campus. To find out what room a patient is in, inquire about a patient's condition, or request other patient information, please call Patient Information at 203-789-3475. (St Raphael, St. Raphael)",245,1525,"Yale New Haven Hospital, Saint Raphael Campus, St Raphael, St. Raphael, infectious diseases, infectious disease",111,"Yale New Haven Hospital, Saint Raphael Campus",45,"Yale New Haven Hospital, Saint Raphael Campus",45,Overview,8,Directions,10,,,,https://www.ynhh.org/,,,,,,98298,1557,11.968,2,,8,4,0,1.25,175,69,0,97,41,0,,,,,98b55959458c1cee8cfb6438b7452f0e,0.423,,,,,1.1,0,https://www.ynhh.org/locations/new-haven-1450-chapel-street.aspx,2021-11-29 14:58:12
629,https://www.ynhh.org/-/media/Images/Page-Content/YNHH-Page-Content/Services/Choose_US_Health_Logo.ashx?mh=380&mw=380&hash=B7DC681D69B754453EE1BA7D95F18606,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,22362,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.193,"Tue, 27 Mar 2018 16:22:54 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Page-Content/YNHH-Page-Content/Services/Choose_US_Health_Logo.ashx?mh=380&mw=380&hash=B7DC681D69B754453EE1BA7D95F18606,2021-11-29 14:58:12
630,https://www.ynhh.org/locations/old-saybrook-633-middlesex-medical-center,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Old Saybrook Medical Center - Old Saybrook,42,396,Old Saybrook Office located in Old Saybrook is a member of the Northeast Medical Group part of the New Haven Health System.,123,796,"Old Saybrook Office, Old Saybrook, directions, get directions, address, locations, doctors offices",98,Old Saybrook Medical Center - Old Saybrook,42,,0,Overview,8,Directions,10,,,,https://www.ynhh.org/,,,,,,97223,1337,11.343,2,,9,2,0,0.63,205,89,0,82,33,0,,,,,88bb0408f1e366f00c0ea17d3f624900,0.345,,,,,1.1,0,https://www.ynhh.org/locations/old-saybrook-633-middlesex-medical-center,2021-11-29 14:58:13
631,https://www.ynhh.org/international-medicine-program/become-a-patient.aspx,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Yale New Haven Hosptial | International Medicine Program | Become a patient,75,683,,0,0,"International Medicine Program, International Medical Program, International Patients, International Center, Multilingual Patients, International Patient Services, International Services, International Medical Services",218,Become a Patient,16,,0,Process for becoming a patient,30,Are you ready to begin?,23,,,,https://www.ynhh.org/,,,,,,90386,1030,9.453,2,,11,5,0,1.56,185,74,0,87,38,0,,,,,e9dcd244b80e465daf59ae38a3c7be13,0.478,,,,,1.1,0,https://www.ynhh.org/international-medicine-program/become-a-patient.aspx,2021-11-29 14:58:12
632,https://www.ynhh.org/psychiatric/services,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,21,6,0,1.88,0,0,0,0,0,0,,,,,,0.134,,,,,1.1,0,https://www.ynhh.org/psychiatric/services,2021-11-29 14:58:13
634,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2021/policy_2296/2021_FAP_Dari.ashx,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,425990,0,0.0,2,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.215,"Tue, 23 Feb 2021 19:23:40 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2021/policy_2296/2021_FAP_Dari.ashx,2021-11-29 14:58:13
635,https://www.ynhh.org/services/heart-and-vascular/aortic-aneurysms,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.124,,,,,1.1,0,https://www.ynhh.org/services/heart-and-vascular/aortic-aneurysms,2021-11-29 14:58:13
636,https://www.ynhh.org/-/media/Images/Page-Content/YNHH-Page-Content/Patients-and-Visitors/glass-door-gift-shop/giftshop_angelhealth.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.147,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Page-Content/YNHH-Page-Content/Patients-and-Visitors/glass-door-gift-shop/giftshop_angelhealth.ashx,2021-11-29 14:58:13
637,https://www.ynhh.org/services/neurology-neurosurgery/why-ynhh,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,2,1,0,0.31,0,0,0,0,0,0,,,,,,0.125,,,,,1.1,0,https://www.ynhh.org/services/neurology-neurosurgery/why-ynhh,2021-11-29 14:58:14
638,https://www.ynhh.org/-/media/Images/Heros/hero_online_tools_YNHHS.ashx?mh=295&mw=1440&hash=4E7F92AB950CA9547AB53CB5BD0F89B4,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.114,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Heros/hero_online_tools_YNHHS.ashx?mh=295&mw=1440&hash=4E7F92AB950CA9547AB53CB5BD0F89B4,2021-11-29 14:58:14
640,https://www.ynhh.org/news/ynhch-named-by-parents-magazine-as-one-of-the-20-most-innovative-childrens-hospital-in-the-us,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.115,,,,,1.1,0,https://www.ynhh.org/news/ynhch-named-by-parents-magazine-as-one-of-the-20-most-innovative-childrens-hospital-in-the-us,2021-11-29 14:58:14
