,Type,Source,Destination,Size (Bytes),Alt Text,Anchor,Status Code,Status,Follow,Target,Rel,Path Type,Link Path,Link Position,Link Origin
553,Hyperlink,https://nashvillegeneral.org/clinics-services/heart-vascular-clinic,https://www.youtube.com/channel/UCeaJAk6UCap0kTVRcHeH5CA,474983,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[4]/a,Footer,HTML
554,Hyperlink,https://nashvillegeneral.org/clinics-services/heart-vascular-clinic,https://www.facebook.com/NashvilleGeneral/?fref=ts,566761,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[5]/a,Footer,HTML
555,Hyperlink,https://nashvillegeneral.org/clinics-services/heart-vascular-clinic,https://goo.gl/maps/YkgRDYKbYjLCTGrB8,0,,Map/Directions,302,Found,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-block-content-0e6af44b-e100-4d80-a9e9-c728b8a61c7c']/div/div/div/a,Footer,HTML
556,Hyperlink,https://nashvillegeneral.org/clinics-services/heart-vascular-clinic,https://www.nashgenfoundation.org/,125749,,NGH Foundation,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][3]/a,Navigation,HTML
557,Hyperlink,https://nashvillegeneral.org/clinics-services/heart-vascular-clinic,https://www.nghschoolofhealthsciences.com/,129585,,School of Health Sciences,200,,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][6]/a,Navigation,HTML
558,Hyperlink,https://nashvillegeneral.org/doctors/phillip-elizondo-md,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[@class='l-menu-mobile']/nav[@id='block-menu-block-patient-tool-menu']/ul/li[@class='menu-item'][6]/a,Navigation,HTML
559,Hyperlink,https://nashvillegeneral.org/doctors/phillip-elizondo-md,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[4]/div/nav/ul/li[@class='menu-item'][6]/a,Navigation,HTML
560,Hyperlink,https://nashvillegeneral.org/doctors/phillip-elizondo-md,"https://www.google.com/maps/dir/?api=1&destination=36.166402,-86.806813",771484,,GET DIRECTIONS,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/section/div[@class='l-content-main-wrapper']/div/div/div/div/div[@class='group-right']/div/div/div/div[4]/div/fieldset[2]/div/div[2]/div/a,Content,HTML
561,Hyperlink,https://nashvillegeneral.org/doctors/phillip-elizondo-md,https://www.instagram.com/nashvillegeneral,0,,,301,Moved Permanently,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[1]/a,Footer,HTML
562,Hyperlink,https://nashvillegeneral.org/doctors/phillip-elizondo-md,https://www.linkedin.com/company/nashville-general-hospital/,1529,,,999,Request denied,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[2]/a,Footer,HTML
563,Hyperlink,https://nashvillegeneral.org/doctors/phillip-elizondo-md,https://www.twitter.com/NashGenHospital,0,,,0,Blocked by robots.txt,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[3]/a,Footer,HTML
564,Hyperlink,https://nashvillegeneral.org/doctors/phillip-elizondo-md,https://www.youtube.com/channel/UCeaJAk6UCap0kTVRcHeH5CA,474983,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[4]/a,Footer,HTML
565,Hyperlink,https://nashvillegeneral.org/doctors/phillip-elizondo-md,https://www.facebook.com/NashvilleGeneral/?fref=ts,566761,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[5]/a,Footer,HTML
566,Hyperlink,https://nashvillegeneral.org/doctors/phillip-elizondo-md,https://goo.gl/maps/YkgRDYKbYjLCTGrB8,0,,Map/Directions,302,Found,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-block-content-0e6af44b-e100-4d80-a9e9-c728b8a61c7c']/div/div/div/a,Footer,HTML
567,Hyperlink,https://nashvillegeneral.org/doctors/phillip-elizondo-md,https://www.nashgenfoundation.org/,125749,,NGH Foundation,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][3]/a,Navigation,HTML
568,Hyperlink,https://nashvillegeneral.org/doctors/phillip-elizondo-md,https://www.nghschoolofhealthsciences.com/,129585,,School of Health Sciences,200,,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][6]/a,Navigation,HTML
569,Hyperlink,https://nashvillegeneral.org/doctors/joseph-akamah-md-mph-emba,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[@class='l-menu-mobile']/nav[@id='block-menu-block-patient-tool-menu']/ul/li[@class='menu-item'][6]/a,Navigation,HTML
570,Hyperlink,https://nashvillegeneral.org/doctors/joseph-akamah-md-mph-emba,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[4]/div/nav/ul/li[@class='menu-item'][6]/a,Navigation,HTML
571,Hyperlink,https://nashvillegeneral.org/doctors/joseph-akamah-md-mph-emba,"https://www.google.com/maps/dir/?api=1&destination=36.166402,-86.806813",771484,,GET DIRECTIONS,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/section/div[@class='l-content-main-wrapper']/div/div/div/div/div[@class='group-right']/div/div/div/div[4]/div/fieldset[2]/div/div[2]/div/a,Content,HTML
572,Hyperlink,https://nashvillegeneral.org/doctors/joseph-akamah-md-mph-emba,https://www.instagram.com/nashvillegeneral,0,,,301,Moved Permanently,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[1]/a,Footer,HTML
573,Hyperlink,https://nashvillegeneral.org/doctors/joseph-akamah-md-mph-emba,https://www.linkedin.com/company/nashville-general-hospital/,1529,,,999,Request denied,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[2]/a,Footer,HTML
574,Hyperlink,https://nashvillegeneral.org/doctors/joseph-akamah-md-mph-emba,https://www.twitter.com/NashGenHospital,0,,,0,Blocked by robots.txt,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[3]/a,Footer,HTML
575,Hyperlink,https://nashvillegeneral.org/doctors/joseph-akamah-md-mph-emba,https://www.youtube.com/channel/UCeaJAk6UCap0kTVRcHeH5CA,474983,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[4]/a,Footer,HTML
576,Hyperlink,https://nashvillegeneral.org/doctors/joseph-akamah-md-mph-emba,https://www.facebook.com/NashvilleGeneral/?fref=ts,566761,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[5]/a,Footer,HTML
577,Hyperlink,https://nashvillegeneral.org/doctors/joseph-akamah-md-mph-emba,https://goo.gl/maps/YkgRDYKbYjLCTGrB8,0,,Map/Directions,302,Found,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-block-content-0e6af44b-e100-4d80-a9e9-c728b8a61c7c']/div/div/div/a,Footer,HTML
578,Hyperlink,https://nashvillegeneral.org/doctors/joseph-akamah-md-mph-emba,https://www.nashgenfoundation.org/,125749,,NGH Foundation,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][3]/a,Navigation,HTML
579,Hyperlink,https://nashvillegeneral.org/doctors/joseph-akamah-md-mph-emba,https://www.nghschoolofhealthsciences.com/,129585,,School of Health Sciences,200,,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][6]/a,Navigation,HTML
580,Hyperlink,https://nashvillegeneral.org/doctors/christopher-white-md-msph,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[@class='l-menu-mobile']/nav[@id='block-menu-block-patient-tool-menu']/ul/li[@class='menu-item'][6]/a,Navigation,HTML
581,Hyperlink,https://nashvillegeneral.org/doctors/christopher-white-md-msph,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[4]/div/nav/ul/li[@class='menu-item'][6]/a,Navigation,HTML
582,Hyperlink,https://nashvillegeneral.org/doctors/christopher-white-md-msph,"https://www.google.com/maps/dir/?api=1&destination=36.166402,-86.806813",771484,,GET DIRECTIONS,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/section/div[@class='l-content-main-wrapper']/div/div/div/div/div[@class='group-right']/div/div/div/div[4]/div/fieldset[2]/div/div[2]/div/a,Content,HTML
583,Hyperlink,https://nashvillegeneral.org/doctors/christopher-white-md-msph,https://www.instagram.com/nashvillegeneral,0,,,301,Moved Permanently,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[1]/a,Footer,HTML
584,Hyperlink,https://nashvillegeneral.org/doctors/christopher-white-md-msph,https://www.linkedin.com/company/nashville-general-hospital/,1529,,,999,Request denied,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[2]/a,Footer,HTML
585,Hyperlink,https://nashvillegeneral.org/doctors/christopher-white-md-msph,https://www.twitter.com/NashGenHospital,0,,,0,Blocked by robots.txt,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[3]/a,Footer,HTML
586,Hyperlink,https://nashvillegeneral.org/doctors/christopher-white-md-msph,https://www.youtube.com/channel/UCeaJAk6UCap0kTVRcHeH5CA,474983,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[4]/a,Footer,HTML
587,Hyperlink,https://nashvillegeneral.org/doctors/christopher-white-md-msph,https://www.facebook.com/NashvilleGeneral/?fref=ts,566761,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[5]/a,Footer,HTML
588,Hyperlink,https://nashvillegeneral.org/doctors/christopher-white-md-msph,https://goo.gl/maps/YkgRDYKbYjLCTGrB8,0,,Map/Directions,302,Found,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-block-content-0e6af44b-e100-4d80-a9e9-c728b8a61c7c']/div/div/div/a,Footer,HTML
589,Hyperlink,https://nashvillegeneral.org/doctors/christopher-white-md-msph,https://www.nashgenfoundation.org/,125749,,NGH Foundation,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][3]/a,Navigation,HTML
590,Hyperlink,https://nashvillegeneral.org/doctors/christopher-white-md-msph,https://www.nghschoolofhealthsciences.com/,129585,,School of Health Sciences,200,,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][6]/a,Navigation,HTML
591,Hyperlink,https://nashvillegeneral.org/doctors/wade-brown-md,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[@class='l-menu-mobile']/nav[@id='block-menu-block-patient-tool-menu']/ul/li[@class='menu-item'][6]/a,Navigation,HTML
592,Hyperlink,https://nashvillegeneral.org/doctors/wade-brown-md,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[4]/div/nav/ul/li[@class='menu-item'][6]/a,Navigation,HTML
593,Hyperlink,https://nashvillegeneral.org/doctors/wade-brown-md,"https://www.google.com/maps/dir/?api=1&destination=36.166402,-86.806813",771484,,GET DIRECTIONS,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/section/div[@class='l-content-main-wrapper']/div/div/div/div/div[@class='group-right']/div/div/div/div[4]/div/fieldset[2]/div/div[2]/div/a,Content,HTML
594,Hyperlink,https://nashvillegeneral.org/doctors/wade-brown-md,https://www.instagram.com/nashvillegeneral,0,,,301,Moved Permanently,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[1]/a,Footer,HTML
595,Hyperlink,https://nashvillegeneral.org/doctors/wade-brown-md,https://www.linkedin.com/company/nashville-general-hospital/,1529,,,999,Request denied,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[2]/a,Footer,HTML
596,Hyperlink,https://nashvillegeneral.org/doctors/wade-brown-md,https://www.twitter.com/NashGenHospital,0,,,0,Blocked by robots.txt,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[3]/a,Footer,HTML
597,Hyperlink,https://nashvillegeneral.org/doctors/wade-brown-md,https://www.youtube.com/channel/UCeaJAk6UCap0kTVRcHeH5CA,474983,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[4]/a,Footer,HTML
598,Hyperlink,https://nashvillegeneral.org/doctors/wade-brown-md,https://www.facebook.com/NashvilleGeneral/?fref=ts,566761,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[5]/a,Footer,HTML
599,Hyperlink,https://nashvillegeneral.org/doctors/wade-brown-md,https://goo.gl/maps/YkgRDYKbYjLCTGrB8,0,,Map/Directions,302,Found,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-block-content-0e6af44b-e100-4d80-a9e9-c728b8a61c7c']/div/div/div/a,Footer,HTML
600,Hyperlink,https://nashvillegeneral.org/doctors/wade-brown-md,https://www.nashgenfoundation.org/,125749,,NGH Foundation,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][3]/a,Navigation,HTML
601,Hyperlink,https://nashvillegeneral.org/doctors/wade-brown-md,https://www.nghschoolofhealthsciences.com/,129585,,School of Health Sciences,200,,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][6]/a,Navigation,HTML
602,Hyperlink,https://nashvillegeneral.org/clinics-services/gastroenterology,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[@class='l-menu-mobile']/nav[@id='block-menu-block-patient-tool-menu']/ul/li[@class='menu-item'][6]/a,Navigation,HTML
603,Hyperlink,https://nashvillegeneral.org/clinics-services/gastroenterology,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[4]/div/nav/ul/li[@class='menu-item'][6]/a,Navigation,HTML
604,Hyperlink,https://nashvillegeneral.org/clinics-services/gastroenterology,"https://www.google.com/maps/dir/?api=1&destination=36.166402,-86.806813",771484,,GET DIRECTIONS,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/section/div[@class='l-content-main-wrapper']/div/div/div/div/div[@class='group-right']/div/div[3]/div/fieldset[2]/div/div[2]/div/a,Content,HTML
605,Hyperlink,https://nashvillegeneral.org/clinics-services/gastroenterology,https://www.instagram.com/nashvillegeneral,0,,,301,Moved Permanently,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[1]/a,Footer,HTML
606,Hyperlink,https://nashvillegeneral.org/clinics-services/gastroenterology,https://www.linkedin.com/company/nashville-general-hospital/,1529,,,999,Request denied,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[2]/a,Footer,HTML
607,Hyperlink,https://nashvillegeneral.org/clinics-services/gastroenterology,https://www.twitter.com/NashGenHospital,0,,,0,Blocked by robots.txt,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[3]/a,Footer,HTML
608,Hyperlink,https://nashvillegeneral.org/clinics-services/gastroenterology,https://www.youtube.com/channel/UCeaJAk6UCap0kTVRcHeH5CA,474983,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[4]/a,Footer,HTML
609,Hyperlink,https://nashvillegeneral.org/clinics-services/gastroenterology,https://www.facebook.com/NashvilleGeneral/?fref=ts,566761,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[5]/a,Footer,HTML
610,Hyperlink,https://nashvillegeneral.org/clinics-services/gastroenterology,https://goo.gl/maps/YkgRDYKbYjLCTGrB8,0,,Map/Directions,302,Found,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-block-content-0e6af44b-e100-4d80-a9e9-c728b8a61c7c']/div/div/div/a,Footer,HTML
611,Hyperlink,https://nashvillegeneral.org/clinics-services/gastroenterology,https://www.nashgenfoundation.org/,125749,,NGH Foundation,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][3]/a,Navigation,HTML
612,Hyperlink,https://nashvillegeneral.org/clinics-services/gastroenterology,https://www.nghschoolofhealthsciences.com/,129585,,School of Health Sciences,200,,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][6]/a,Navigation,HTML
613,Hyperlink,https://nashvillegeneral.org/clinics-services/pulmonology,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[@class='l-menu-mobile']/nav[@id='block-menu-block-patient-tool-menu']/ul/li[@class='menu-item'][6]/a,Navigation,HTML
614,Hyperlink,https://nashvillegeneral.org/clinics-services/pulmonology,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[4]/div/nav/ul/li[@class='menu-item'][6]/a,Navigation,HTML
615,Hyperlink,https://nashvillegeneral.org/clinics-services/pulmonology,"https://www.google.com/maps/dir/?api=1&destination=36.166402,-86.806813",771484,,GET DIRECTIONS,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/section/div[@class='l-content-main-wrapper']/div/div/div/div/div[@class='group-right']/div/div[3]/div/fieldset[2]/div/div[2]/div/a,Content,HTML
616,Hyperlink,https://nashvillegeneral.org/clinics-services/pulmonology,https://www.instagram.com/nashvillegeneral,0,,,301,Moved Permanently,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[1]/a,Footer,HTML
617,Hyperlink,https://nashvillegeneral.org/clinics-services/pulmonology,https://www.linkedin.com/company/nashville-general-hospital/,1529,,,999,Request denied,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[2]/a,Footer,HTML
618,Hyperlink,https://nashvillegeneral.org/clinics-services/pulmonology,https://www.twitter.com/NashGenHospital,0,,,0,Blocked by robots.txt,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[3]/a,Footer,HTML
619,Hyperlink,https://nashvillegeneral.org/clinics-services/pulmonology,https://www.youtube.com/channel/UCeaJAk6UCap0kTVRcHeH5CA,474983,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[4]/a,Footer,HTML
620,Hyperlink,https://nashvillegeneral.org/clinics-services/pulmonology,https://www.facebook.com/NashvilleGeneral/?fref=ts,566761,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[5]/a,Footer,HTML
621,Hyperlink,https://nashvillegeneral.org/clinics-services/pulmonology,https://goo.gl/maps/YkgRDYKbYjLCTGrB8,0,,Map/Directions,302,Found,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-block-content-0e6af44b-e100-4d80-a9e9-c728b8a61c7c']/div/div/div/a,Footer,HTML
622,Hyperlink,https://nashvillegeneral.org/clinics-services/pulmonology,https://www.nashgenfoundation.org/,125749,,NGH Foundation,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][3]/a,Navigation,HTML
623,Hyperlink,https://nashvillegeneral.org/clinics-services/pulmonology,https://www.nghschoolofhealthsciences.com/,129585,,School of Health Sciences,200,,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][6]/a,Navigation,HTML
624,Hyperlink,https://nashvillegeneral.org/about/julie-groves-jd,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[@class='l-menu-mobile']/nav[@id='block-menu-block-patient-tool-menu']/ul/li[@class='menu-item'][6]/a,Navigation,HTML
625,Hyperlink,https://nashvillegeneral.org/about/julie-groves-jd,https://www.nashgenfoundation.org/,125749,,Donate,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/div[4]/div/nav/ul/li[@class='menu-item'][6]/a,Navigation,HTML
626,Hyperlink,https://nashvillegeneral.org/about/julie-groves-jd,https://www.instagram.com/nashvillegeneral,0,,,301,Moved Permanently,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[1]/a,Footer,HTML
627,Hyperlink,https://nashvillegeneral.org/about/julie-groves-jd,https://www.linkedin.com/company/nashville-general-hospital/,1529,,,999,Request denied,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[2]/a,Footer,HTML
628,Hyperlink,https://nashvillegeneral.org/about/julie-groves-jd,https://www.twitter.com/NashGenHospital,0,,,0,Blocked by robots.txt,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[3]/a,Footer,HTML
629,Hyperlink,https://nashvillegeneral.org/about/julie-groves-jd,https://www.youtube.com/channel/UCeaJAk6UCap0kTVRcHeH5CA,474983,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[4]/a,Footer,HTML
630,Hyperlink,https://nashvillegeneral.org/about/julie-groves-jd,https://www.facebook.com/NashvilleGeneral/?fref=ts,566761,,,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-social-media-links-block']/ul/li[5]/a,Footer,HTML
631,Hyperlink,https://nashvillegeneral.org/about/julie-groves-jd,https://goo.gl/maps/YkgRDYKbYjLCTGrB8,0,,Map/Directions,302,Found,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer1']/div[@id='block-block-content-0e6af44b-e100-4d80-a9e9-c728b8a61c7c']/div/div/div/a,Footer,HTML
632,Hyperlink,https://nashvillegeneral.org/about/julie-groves-jd,https://www.nashgenfoundation.org/,125749,,NGH Foundation,200,OK,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][3]/a,Navigation,HTML
633,Hyperlink,https://nashvillegeneral.org/about/julie-groves-jd,https://www.nghschoolofhealthsciences.com/,129585,,School of Health Sciences,200,,True,_blank,,Absolute,//body/div[@class='dialog-off-canvas-main-canvas']/div/div/div/footer/div/div[@class='footer2']/nav/ul/li[4]/ul/li[@class='menu-item'][6]/a,Navigation,HTML
