,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
51,https://uihealthcare.org/specialty-pharmacy-services-university-iowa-employees,text/html; charset=UTF-8,200,OK,Indexable,,Specialty Pharmacy Services for University of Iowa Employees | UI Health Care,77,694,,0,0,,0,Specialty Pharmacy Services for University of Iowa Employees,60,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/specialty-pharmacy-services-university-iowa-employees,,,,,,52880,496,7.535,2,,2,2,0,1.59,25,18,0,25,24,0,,,,,b942a1813ac3ee149cea84f4c660b807,0.022,"Fri, 28 Jan 2022 17:50:43 GMT",,,,1.1,https://uihealthcare.org/specialty-pharmacy-services-university-iowa-employees,2022-02-04 11:20:19
52,https://uihealthcare.org/sites/default/files/styles/navigation_box_image/public/2021-02/Haugsdal%20%26%20Students%202020_9_8-21.jpg?itok=92KxXa1O,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,33238,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.025,"Mon, 08 Feb 2021 18:36:28 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/styles/navigation_box_image/public/2021-02/Haugsdal%20%26%20Students%202020_9_8-21.jpg?itok=92KxXa1O,2022-02-04 11:20:19
53,https://uihealthcare.org/sites/default/files/styles/navigation_box_image/public/2021-08/STEM%202020_3_7-49.jpg?itok=LfMyptW9,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,35667,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.043,"Mon, 30 Aug 2021 14:49:53 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/styles/navigation_box_image/public/2021-08/STEM%202020_3_7-49.jpg?itok=LfMyptW9,2022-02-04 11:20:19
54,https://uihealthcare.org/education/executive-leadership-academy/current-participants,text/html; charset=UTF-8,200,OK,Indexable,,Current participants | UI Health Care,37,320,,0,0,,0,Current participants,20,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/executive-leadership-academy/current-participants,,,,,,87025,802,8.409,2,,21,14,0,11.11,45,29,0,18,18,0,,,,,e6a2c76309183ded929d2e52a43a7ada,0.021,"Thu, 03 Feb 2022 21:57:17 GMT",,,,1.1,https://uihealthcare.org/education/executive-leadership-academy/current-participants,2022-02-04 11:20:19
55,https://uihealthcare.org/education/post-graduate-policy-and-administrative-fellowships/university-iowa-physicians,text/html; charset=UTF-8,200,OK,Indexable,,University of Iowa Physicians Administrative Fellowship | UI Health Care,72,631,,0,0,,0,University of Iowa Physicians Administrative Fellowship,55,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/post-graduate-policy-and-administrative-fellowships/university-iowa-physicians,,,,,,55874,375,7.085,2,,9,7,0,5.56,37,20,0,17,17,0,,,,,21322ce530bacbbe8469f4f8848c71c1,0.021,"Fri, 28 Jan 2022 19:25:03 GMT",,,,1.1,https://uihealthcare.org/education/post-graduate-policy-and-administrative-fellowships/university-iowa-physicians,2022-02-04 11:20:19
56,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2017-10/Winokur~Pat%202016%202.jpg?itok=3deSZLui,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,23001,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.021,"Thu, 05 Oct 2017 15:25:15 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2017-10/Winokur~Pat%202016%202.jpg?itok=3deSZLui,2022-02-04 11:20:19
57,https://uihealthcare.org/education/master-clinical-nutrition-program/schedule-and-program-study/master-clinical-nutrition-0,text/html; charset=UTF-8,200,OK,Indexable,,Master of Clinical Nutrition Program Completion Requirements | UI Health Care,77,695,,0,0,,0,Master of Clinical Nutrition Program Completion Requirements,60,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/master-clinical-nutrition-program/schedule-and-program-study/master-clinical-nutrition-0,,,,,,54446,206,5.06,2,,12,11,0,8.73,39,24,0,17,17,0,,,,,14a37b1caf1c7188e9065ba04cd1970a,0.086,"Sat, 29 Jan 2022 01:59:09 GMT",,,,1.1,https://uihealthcare.org/education/master-clinical-nutrition-program/schedule-and-program-study/master-clinical-nutrition-0,2022-02-04 11:20:19
58,https://uihealthcare.org/education/ui-health-care-tours/know-you-go,text/html; charset=UTF-8,200,OK,Indexable,,Know Before You Go | UI Health Care,35,329,,0,0,,0,Know Before You Go,18,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/ui-health-care-tours/know-you-go,,,,,,56921,398,6.491,2,,11,5,0,3.97,44,26,0,18,18,0,,,,,7bd6bcd20aae31db298a736d0c79bc2d,0.039,"Sat, 29 Jan 2022 02:10:42 GMT",,,,1.1,https://uihealthcare.org/education/ui-health-care-tours/know-you-go,2022-02-04 11:20:19
59,https://uihealthcare.org/education/executive-leadership-academy/executive-leadership-academy-project,text/html; charset=UTF-8,200,OK,Indexable,,Executive Leadership Academy Project | UI Health Care,53,489,,0,0,,0,Executive Leadership Academy Project,36,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/executive-leadership-academy/executive-leadership-academy-project,,,,,,54632,191,4.791,2,,15,14,0,11.11,39,23,0,17,17,0,,,,,5ab2099c7beecc61cdd594d8b9d3f39f,0.021,"Sat, 29 Jan 2022 02:39:33 GMT",,,,1.1,https://uihealthcare.org/education/executive-leadership-academy/executive-leadership-academy-project,2022-02-04 11:20:19
60,https://uihealthcare.org/sites/default/files/styles/navigation_box_image/public/2021-08/120118_GirlsGoSTEM2%20%2899%29.JPG?itok=UDHOUERd,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,26054,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.083,"Mon, 30 Aug 2021 14:49:53 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/styles/navigation_box_image/public/2021-08/120118_GirlsGoSTEM2%20%2899%29.JPG?itok=UDHOUERd,2022-02-04 11:20:19
61,https://uihealthcare.org/university-iowa-health-care-strategic-plan,text/html; charset=UTF-8,200,OK,Indexable,,University of Iowa Health Care Strategic Plan | UI Health Care,62,540,,0,0,,0,University of Iowa Health Care Strategic Plan,45,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/university-iowa-health-care-strategic-plan,,,,,,59953,480,6.723,2,,5,1,0,0.79,28,17,0,20,20,0,,,,,2097d315bd95308fcc90e67dcb0037ab,0.022,"Fri, 28 Jan 2022 15:40:36 GMT",,,,1.1,https://uihealthcare.org/university-iowa-health-care-strategic-plan,2022-02-04 11:20:19
62,https://uihealthcare.org/sites/default/files/2016.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,3062635,0,0.0,2,,1,1,0,0.79,0,0,0,0,0,0,,,,,,0.022,"Fri, 03 Nov 2017 15:44:06 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/2016.pdf,2022-02-04 11:20:19
63,https://uihealthcare.org/sites/default/files/styles/navigation_box_image/public/2021-02/2017_4%20UIHC%20Exterior%203.jpg?itok=9d6rtYly,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,35781,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.084,"Mon, 08 Feb 2021 18:36:28 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/styles/navigation_box_image/public/2021-02/2017_4%20UIHC%20Exterior%203.jpg?itok=9d6rtYly,2022-02-04 11:20:19
64,https://uihealthcare.org/sites/default/files/2017-11/Strategic%20Plan%20Q1%20FY18%20initiatives%20web.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,508026,0,0.0,2,,1,1,0,0.79,0,0,0,0,0,0,,,,,,0.175,"Tue, 28 Nov 2017 14:26:32 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/2017-11/Strategic%20Plan%20Q1%20FY18%20initiatives%20web.pdf,2022-02-04 11:20:19
65,https://uihealthcare.org/sites/default/files/HRT%2017-467%20Report%2C%20HVC%20Final.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,9629705,0,0.0,2,,1,1,0,0.79,0,0,0,0,0,0,,,,,,0.222,"Wed, 11 Jul 2018 15:32:53 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/HRT%2017-467%20Report%2C%20HVC%20Final.pdf,2022-02-04 11:20:19
67,https://uihealthcare.org/education/ui-health-care-stem-education/stem-education-programming-options,text/html; charset=UTF-8,200,OK,Indexable,,STEM Education Programming Options | UI Health Care,51,495,,0,0,,0,STEM Education Programming Options,34,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/ui-health-care-stem-education/stem-education-programming-options,,,,,,57634,648,9.318,2,,10,8,0,6.35,40,23,0,19,18,0,,,,,c80650a9c5074185c96b23319d94bce5,0.158,"Sat, 29 Jan 2022 06:00:11 GMT",,,,1.1,https://uihealthcare.org/education/ui-health-care-stem-education/stem-education-programming-options,2022-02-04 11:20:19
68,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2017-10/Clamon~Joe.jpg?itok=TQ7pb4oq,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,21837,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.082,"Mon, 28 Sep 2020 21:37:09 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2017-10/Clamon~Joe.jpg?itok=TQ7pb4oq,2022-02-04 11:20:20
69,https://uihealthcare.org/education/master-clinical-nutrition-program/master-clinical-nutrition-schedule-and-program-study,text/html; charset=UTF-8,200,OK,Indexable,,Master of Clinical Nutrition Schedule and Program of Study | UI Health Care,75,665,,0,0,,0,Master of Clinical Nutrition Schedule and Program of Study,58,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/master-clinical-nutrition-program/master-clinical-nutrition-schedule-and-program-study,,,,,,57132,476,8.414,2,,12,11,0,8.73,38,23,0,17,17,0,,,,,94929673c1e3520ac73543936000db72,0.148,"Sat, 29 Jan 2022 03:59:44 GMT",,,,1.1,https://uihealthcare.org/education/master-clinical-nutrition-program/master-clinical-nutrition-schedule-and-program-study,2022-02-04 11:20:20
70,https://uihealthcare.org/sites/default/files/styles/navigation_box_image/public/2021-02/2019_06_18-Iowa%20City%20Downtown%20Lifestyle%20Shoot%20jatorner%20-2255.jpg?itok=xGMArDdp,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,40200,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.116,"Mon, 08 Feb 2021 18:36:28 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/styles/navigation_box_image/public/2021-02/2019_06_18-Iowa%20City%20Downtown%20Lifestyle%20Shoot%20jatorner%20-2255.jpg?itok=xGMArDdp,2022-02-04 11:20:20
71,https://uihealthcare.org/sites/default/files/styles/navigation_box_image/public/2021-08/option%20%234.png?itok=3PCV9dIZ,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,214459,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.12,"Mon, 30 Aug 2021 14:49:52 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/styles/navigation_box_image/public/2021-08/option%20%234.png?itok=3PCV9dIZ,2022-02-04 11:20:20
72,https://uihealthcare.org/post-graduate-fellowships,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,11257,0,0.0,2,,1,1,0,0.79,0,0,0,0,0,0,,,,,,0.095,,https://uihealthcare.org/education/post-graduate-policy-and-administrative-fellowships,HTTP Redirect,,1.1,https://uihealthcare.org/post-graduate-fellowships,2022-02-04 11:20:20
73,https://uihealthcare.org/working-ui-health-care,text/html; charset=UTF-8,200,OK,Indexable,,Working for UI Health Care | UI Health Care,43,384,,0,0,,0,Working for UI Health Care,26,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/working-ui-health-care,,,,,,109826,230,2.304,2,,2,2,0,1.59,24,17,0,30,30,0,,,,,3773ec5f22262609baabfa47f78b102d,0.069,"Thu, 03 Feb 2022 19:47:56 GMT",,,,1.1,https://uihealthcare.org/working-ui-health-care,2022-02-04 11:20:20
74,https://uihealthcare.org/education/master-clinical-nutrition-program/master-clinical-nutrition-admission-requirements,text/html; charset=UTF-8,200,OK,Indexable,,Master of Clinical Nutrition Admission Requirements | UI Health Care,68,605,,0,0,,0,Master of Clinical Nutrition Admission Requirements,51,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/master-clinical-nutrition-program/master-clinical-nutrition-admission-requirements,,,,,,54667,246,5.201,2,,12,11,0,8.73,40,25,0,17,17,0,,,,,47732047eff58f753f775d503c5d7c94,0.041,"Fri, 28 Jan 2022 16:55:06 GMT",,,,1.1,https://uihealthcare.org/education/master-clinical-nutrition-program/master-clinical-nutrition-admission-requirements,2022-02-04 11:20:20
75,https://uihealthcare.org/education/ui-health-care-stem-education/upcoming-ui-health-care-stem-education-experiences,text/html; charset=UTF-8,200,OK,Indexable,,Upcoming UI Health Care STEM education experiences | UI Health Care,67,636,,0,0,,0,Upcoming UI Health Care STEM education experiences,50,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/ui-health-care-stem-education/upcoming-ui-health-care-stem-education-experiences,,,,,,56403,165,4.229,2,,10,8,0,6.35,37,21,0,19,19,0,,,,,14c330263170dfc2782599b6d8642d46,0.137,"Fri, 28 Jan 2022 17:32:05 GMT",,,,1.1,https://uihealthcare.org/education/ui-health-care-stem-education/upcoming-ui-health-care-stem-education-experiences,2022-02-04 11:20:20
76,http://www.uihealthcare.org/EMSLRC/,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,239,0,0.0,2,,1,1,0,0.79,0,0,0,0,0,0,,,,,,0.245,,http://uihealthcare.org/EMSLRC/,HTTP Redirect,,1.1,http://www.uihealthcare.org/EMSLRC/,2022-02-04 11:20:20
78,https://uihealthcare.org/browse-available-jobs,text/html; charset=UTF-8,200,OK,Indexable,,Browse available jobs | UI Health Care,38,337,,0,0,,0,Browse available jobs,21,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/browse-available-jobs,,,,,,60526,184,3.533,2,,2,2,0,1.59,24,17,0,26,26,0,,,,,d1dc48be9b89299a74abb6a7d07f7ad3,0.045,"Thu, 03 Feb 2022 20:01:39 GMT",,,,1.1,https://uihealthcare.org/browse-available-jobs,2022-02-04 11:20:20
79,https://uihealthcare.org/education/ui-health-care-stem-education/online-resources,text/html; charset=UTF-8,200,OK,Indexable,,Online Resources | UI Health Care,33,304,,0,0,,0,Online Resources,16,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/ui-health-care-stem-education/online-resources,,,,,,188038,289,1.755,2,,23,20,0,15.87,58,38,0,32,32,0,,,,,6b60c1cb321cb7a230130a248efb45c7,0.02,"Fri, 28 Jan 2022 17:24:47 GMT",,,,1.1,https://uihealthcare.org/education/ui-health-care-stem-education/online-resources,2022-02-04 11:20:20
80,https://uihealthcare.org/about-iowa-city-community,text/html; charset=UTF-8,200,OK,Indexable,,About the Iowa City Community | UI Health Care,46,422,,0,0,,0,About the Iowa City Community,29,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/about-iowa-city-community,,,,,,62122,454,6.626,2,,2,2,0,1.59,29,22,0,24,24,0,,,,,37b1bfee1c4a7ac90054685d7d16b8b9,0.022,"Thu, 03 Feb 2022 21:53:30 GMT",,,,1.1,https://uihealthcare.org/about-iowa-city-community,2022-02-04 11:20:21
81,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2021-01/cthiriet.jpg?itok=92L5-U16,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,18668,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.084,"Mon, 04 Jan 2021 14:50:37 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2021-01/cthiriet.jpg?itok=92L5-U16,2022-02-04 11:20:21
82,https://uihealthcare.org/education/master-clinical-nutrition-program/schedule-and-program-study/master-clinical-nutrition,text/html; charset=UTF-8,200,OK,Indexable,,Master of Clinical Nutrition Program Tuition and Expenses | UI Health Care,74,656,,0,0,,0,Master of Clinical Nutrition Program Tuition and Expenses,57,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/master-clinical-nutrition-program/schedule-and-program-study/master-clinical-nutrition,,,,,,56870,411,7.113,2,,12,11,0,8.73,38,23,0,18,18,0,,,,,5627d60597ed904a3e7c330cac1693ae,0.025,"Fri, 28 Jan 2022 17:10:52 GMT",,,,1.1,https://uihealthcare.org/education/master-clinical-nutrition-program/schedule-and-program-study/master-clinical-nutrition,2022-02-04 11:20:21
83,https://uihealthcare.org/sites/default/files/2017-10/StrategicPlan20172020.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,609282,0,0.0,2,,1,1,0,0.79,0,0,0,0,0,0,,,,,,0.022,"Mon, 09 Oct 2017 18:53:58 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/2017-10/StrategicPlan20172020.pdf,2022-02-04 11:20:21
84,https://uihealthcare.org/community-sponsorship,text/html; charset=UTF-8,200,OK,Indexable,,Community Sponsorship | UI Health Care,38,364,,0,0,,0,Community Sponsorship,21,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/community-sponsorship,,,,,,50869,335,6.156,2,,3,3,0,2.38,24,17,0,19,19,0,,,,,ec923e803b07775f5e222d779ae06bea,0.102,"Fri, 28 Jan 2022 17:50:01 GMT",,,,1.1,https://uihealthcare.org/community-sponsorship,2022-02-04 11:20:21
85,https://uihealthcare.org/education/master-clinical-nutrition-program/master-clinical-nutrition-program-mission-goals-and,text/html; charset=UTF-8,200,OK,Indexable,,"Master of Clinical Nutrition Program Mission, Goals, and Objectives | UI Health Care",84,737,,0,0,,0,"Master of Clinical Nutrition Program Mission, Goals, and Objectives",67,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/master-clinical-nutrition-program/master-clinical-nutrition-program-mission-goals-and,,,,,,55445,384,7.116,2,,12,11,0,8.73,38,23,0,17,17,0,,,,,79cce9d29fd550621e0dd9280f18cc21,0.088,"Fri, 28 Jan 2022 23:02:18 GMT",,,,1.1,https://uihealthcare.org/education/master-clinical-nutrition-program/master-clinical-nutrition-program-mission-goals-and,2022-02-04 11:20:21
86,https://uihealthcare.org/education/administrative-fellowship,text/html; charset=UTF-8,200,OK,Indexable,,University of Iowa Hospitals & Clinics Administrative Fellowship | UI Health Care,81,701,,0,0,,0,University of Iowa Hospitals & Clinics Administrative Fellowship,64,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/administrative-fellowship,,,,,,57648,579,9.225,2,,9,7,0,5.56,36,21,0,19,19,0,,,,,32b408f36c36854ed32557d5f0523513,0.102,"Fri, 28 Jan 2022 15:43:26 GMT",,,,1.1,https://uihealthcare.org/education/administrative-fellowship,2022-02-04 11:20:21
88,https://uihealthcare.org/job-shadows,text/html; charset=UTF-8,200,OK,Indexable,,University of Iowa Health Care Job Shadows | UI Health Care,59,535,,0,0,,0,University of Iowa Health Care Job Shadows,42,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/job-shadows,,,,,,53471,562,8.565,2,,4,3,0,2.38,27,19,0,19,19,0,,,,,d4ad37eae80684e1d889047dd533c05b,0.041,"Fri, 28 Jan 2022 18:02:45 GMT",,,,1.1,https://uihealthcare.org/job-shadows,2022-02-04 11:20:21
89,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2020-09/Bachrach-Christine.jpg?itok=T-AUDSZQ,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,25971,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.031,"Mon, 28 Sep 2020 19:31:47 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2020-09/Bachrach-Christine.jpg?itok=T-AUDSZQ,2022-02-04 11:20:21
90,https://uihealthcare.org/education/ui-health-care-stem-education/get-involved-stem-education,text/html; charset=UTF-8,200,OK,Indexable,,Get involved in STEM education | UI Health Care,47,430,,0,0,,0,Get involved in STEM education,30,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/ui-health-care-stem-education/get-involved-stem-education,,,,,,54627,258,5.542,2,,8,7,0,5.56,37,21,0,20,20,0,,,,,464785e1a3a2e053080ca54d97eca394,0.042,"Fri, 28 Jan 2022 20:47:40 GMT",,,,1.1,https://uihealthcare.org/education/ui-health-care-stem-education/get-involved-stem-education,2022-02-04 11:20:21
91,https://uihealthcare.org/professional-development-calendar,text/html; charset=UTF-8,200,OK,Indexable,,Professional Development Calendar | UI Health Care,50,463,,0,0,,0,Professional Development Calendar,33,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/professional-development-calendar,,,,,,48964,65,2.773,2,,2,2,0,1.59,24,17,0,17,17,0,,,,,f4efa2ce55089af06fa4f59869e30d77,0.05,"Fri, 28 Jan 2022 18:44:13 GMT",,,,1.1,https://uihealthcare.org/professional-development-calendar,2022-02-04 11:20:21
92,https://uihealthcare.org/education/policy-fellowship,text/html; charset=UTF-8,200,OK,Indexable,,Stacey Cyphert Health Policy Fellowship | UI Health Care,56,502,,0,0,,0,Stacey Cyphert Health Policy Fellowship,39,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/education/policy-fellowship,,,,,,60295,1116,14.669,2,,9,7,0,5.56,36,21,0,18,18,0,,,,,2509f5f2b1fc4245abf4594553060ef7,0.038,"Sat, 29 Jan 2022 02:17:26 GMT",,,,1.1,https://uihealthcare.org/education/policy-fellowship,2022-02-04 11:20:21
93,https://uihealthcare.org/how-girls-go-stem-making-waves-and-opening-doors,text/html; charset=UTF-8,200,OK,Indexable,,How Girls Go STEM is making waves and opening doors | UI Health Care,68,645,,0,0,,0,How Girls Go STEM is making waves and opening doors,51,Primary Navigation,18,Main navigation,15,,,,https://uihealthcare.org/how-girls-go-stem-making-waves-and-opening-doors,,,,,,54821,861,11.229,2,,2,2,0,1.59,26,18,0,17,17,0,,,,,8ad3e308eb499846bbb56201330955c,0.121,"Fri, 28 Jan 2022 18:29:25 GMT",,,,1.1,https://uihealthcare.org/how-girls-go-stem-making-waves-and-opening-doors,2022-02-04 11:20:21
94,https://uihealthcare.org/ui-health-care-tour-options,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,11245,0,0.0,2,,1,1,0,0.79,0,0,0,0,0,0,,,,,,0.037,,https://uihealthcare.org/education/ui-health-care-tours/ui-health-care-tour-options,HTTP Redirect,,1.1,https://uihealthcare.org/ui-health-care-tour-options,2022-02-04 11:20:21
95,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2017-10/Van%20Daele~Doug%201.jpg?itok=RavlcS8J,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,19393,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.049,"Thu, 05 Oct 2017 15:25:15 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2017-10/Van%20Daele~Doug%201.jpg?itok=RavlcS8J,2022-02-04 11:20:21
96,https://uihealthcare.org/sites/default/files/2015.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,8768259,0,0.0,2,,1,1,0,0.79,0,0,0,0,0,0,,,,,,0.166,"Wed, 15 Nov 2017 20:30:44 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/2015.pdf,2022-02-04 11:20:21
97,https://uihealthcare.org/sites/default/files/inline-images/Health%20Network-Rehab%20%282c%20HORIZ%29_0.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,42774,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.178,"Thu, 21 May 2020 13:33:33 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/inline-images/Health%20Network-Rehab%20%282c%20HORIZ%29_0.png,2022-02-04 11:20:21
98,https://uihealthcare.org/sites/default/files/2017-10/StrategicPlan20172020AtAGlance-v7.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,537519,0,0.0,2,,1,1,0,0.79,0,0,0,0,0,0,,,,,,0.092,"Mon, 09 Oct 2017 18:54:34 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/2017-10/StrategicPlan20172020AtAGlance-v7.pdf,2022-02-04 11:20:21
99,https://uihealthcare.org/sites/default/files/styles/navigation_box_image/public/2021-08/Girls%20go%20Stem%202019_12_7-44.jpg?itok=NmPXGCG0,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,33280,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.106,"Mon, 30 Aug 2021 14:49:53 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/styles/navigation_box_image/public/2021-08/Girls%20go%20Stem%202019_12_7-44.jpg?itok=NmPXGCG0,2022-02-04 11:20:21
100,https://uihealthcare.org/sites/default/files/2020-11/ADM%20211117%20Flyer%3B%20Cyphert%20Fellowship%20%281%29.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,15294,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.089,"Fri, 20 Nov 2020 18:06:49 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/2020-11/ADM%20211117%20Flyer%3B%20Cyphert%20Fellowship%20%281%29.png,2022-02-04 11:20:21
101,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2019-12/carterk.jpg?itok=W9vwf3OR,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,24199,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.083,"Thu, 12 Dec 2019 21:30:52 GMT",,,,1.1,https://uihealthcare.org/sites/default/files/styles/profile_portrait/public/2019-12/carterk.jpg?itok=W9vwf3OR,2022-02-04 11:20:21
