"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://www.stvincenthospital.com/healthy-living/corporate-content/symptoms-of-a-stroke","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised,noindex","Symptoms of a Stroke | Stroke Treatment | Signs of a Stroke","59","527","FAST is a good way to recognize the symptoms of a stroke, AND it’s a reminder to get help quickly. Every minute counts when it comes to having a better outcome and recovery from a stroke.","187","1183","","0","Healthy Living","14","Symptoms of a Stroke","20","Sign Up for Health Tips","23","Find a Doctor","13","noindex","","","https://www.tenethealth.com/healthy-living/corporate-content/symptoms-of-a-stroke","","","","","","78923","714","6.428","2","","6","2","0.180","45","26","5","5","","","","","8b1fd7e0616c75f9426c5d4652ce2662","0.244","","","","","HTTP/1.1","https://www.stvincenthospital.com/healthy-living/corporate-content/symptoms-of-a-stroke","2021-09-17 14:24:16"
"https://www.stvincenthospital.com/healthy-living/corporate-content/gardening-as-exercise","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised,noindex","Gardening as Exercise | Raise Breathing and Heart Rate","54","496","Gardening is a popular hobby for many people both young and old, but did you know that gardening can also be a great way to get exercise?","137","867","","0","Healthy Living","14","Gardening as Exercise","21","Sign Up for Health Tips","23","Find a Doctor","13","noindex","","","https://www.tenethealth.com/healthy-living/corporate-content/gardening-as-exercise","","","","","","77028","623","5.760","2","","6","2","0.180","45","26","3","3","","","","","7cd7f020a56dbb7d0ac0ff50f7c617a1","0.245","","","","","HTTP/1.1","https://www.stvincenthospital.com/healthy-living/corporate-content/gardening-as-exercise","2021-09-17 14:24:16"
"https://www.stvincenthospital.com/health-professionals/internal-medicine-residency-program","text/html; charset=utf-8","200","OK","Indexable","","Internal Medicine Residency Program Leadership - St Vincent","59","542","Homepage for St. Vincent Hospital’s Internal Medicine Residency Program.","72","464","medical residency, saint Vincent hospital, internal medicine residency","70","Internal Medicine Residency Program","35","","0","Message from the Program Leadership","35","Additional Resources","20","","","","https://www.stvincenthospital.com/health-professionals/internal-medicine-residency-program","","","","","","58080","522","8.177","2","","21","18","1.610","51","35","2","2","","","","","6abba307c61fb40fabd155a6a7b0c92a","0.089","","","","","HTTP/1.1","https://www.stvincenthospital.com/health-professionals/internal-medicine-residency-program","2021-09-17 14:24:16"
"https://www.stvincenthospital.com/healthy-living/corporate-content/8-warning-signs-of-stress-in-children","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised,noindex","8 Warning Signs of Stress in Children","37","333","Children can also suffer from stress, especially when faced with traumatic events. The most common signs of stress in children are certain physical, emotional and behavioral changes.","182","1135","","0","Healthy Living","14","8 Warning Signs of Stress in Children","37","1. Changes in eating habits","27","2. Changes in sleeping patterns","31","noindex","","","https://www.tenethealth.com/healthy-living/corporate-content/8-warning-signs-of-stress-in-children","","","","","","81190","899","7.699","2","","6","2","0.180","46","26","3","3","","","","","c06b42d9a3392f5fca7224eb2c1156bc","0.280","","","","","HTTP/1.1","https://www.stvincenthospital.com/healthy-living/corporate-content/8-warning-signs-of-stress-in-children","2021-09-17 14:24:16"
"https://www.stvincenthospital.com/healthy-living/corporate-content/five-important-things-to-do-for-weight-loss","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised,noindex","Five Important Things To Do For Weight Loss","43","402","It’s seems like there’s some new “guaranteed” weight loss revelation every other week. ","87","541","","0","Healthy Living","14","Five Important Things To Do For Weight Loss","43","Self Care Is More Important Than Ever To Positive Weight Loss Outcomes","70","Sign Up for Health Tips","23","noindex","","","https://www.tenethealth.com/healthy-living/corporate-content/five-important-things-to-do-for-weight-loss","","","","","","78709","762","6.674","2","","6","2","0.180","45","26","3","3","","","","","3193b6fe2341634d270977de2539178","0.247","","","","","HTTP/1.1","https://www.stvincenthospital.com/healthy-living/corporate-content/five-important-things-to-do-for-weight-loss","2021-09-17 14:24:16"
"https://www.stvincenthospital.com/healthy-living/corporate-content/losing-weight-to-gain-heart-function","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised,noindex","Lose Weight and Gain Your Heart Health","38","360","Losing weight has multiple benefits for your heart health. Here are some tips and tricks that can help you lose some weight and keep them off.","142","876","","0","Healthy Living","14","Losing Weight to Gain Heart Function","36","7 Tips for a Healthy Weight Loss","32","Sign Up for Health Tips","23","noindex","","","https://www.tenethealth.com/healthy-living/corporate-content/losing-weight-to-gain-heart-function","","","","","","83976","675","5.693","2","","6","2","0.180","45","26","3","3","","","","","2fbe3cba4b0c71d580198c667f3c8e1c","0.272","","","","","HTTP/1.1","https://www.stvincenthospital.com/healthy-living/corporate-content/losing-weight-to-gain-heart-function","2021-09-17 14:24:17"
"https://www.stvincenthospital.com/healthy-living/corporate-content/navigating-healthcare-and-keeping-you-safe","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised,noindex","Navigating Healthcare and Keeping You Safe","42","398","Your safe care is our priority. Take care of your health.","57","341","","0","Healthy Living","14","Navigating Healthcare and Keeping You Safe","42","Sign Up for Health Tips","23","Find a Doctor","13","noindex","","","https://www.tenethealth.com/healthy-living/corporate-content/navigating-healthcare-and-keeping-you-safe","","","","","","81160","329","3.476","2","","6","2","0.180","46","27","4","4","","","","","20261f344c99c11adf70f4cfe392c933","0.277","","","","","HTTP/1.1","https://www.stvincenthospital.com/healthy-living/corporate-content/navigating-healthcare-and-keeping-you-safe","2021-09-17 14:24:17"
"https://www.stvincenthospital.com/health-professionals/radiology-residency/meet-our-residents","text/html; charset=utf-8","200","OK","Indexable","","Meet our Residents | Radiology Residency | Saint Vincent Hospital","65","585","","0","0","","0","Meet our Residents","18","","0","Choose a year","13","Diagnostic Radiology Residency","30","","","","https://www.stvincenthospital.com/health-professionals/radiology-residency/meet-our-residents","","","","","","48635","73","2.967","2","","19","12","1.070","46","30","2","2","","","","","8e5c3a1729bf030a965309628dac39ad","0.403","","","","","HTTP/1.1","https://www.stvincenthospital.com/health-professionals/radiology-residency/meet-our-residents","2021-09-17 14:24:17"
"https://www.stvincenthospital.com/healthy-living/corporate-content/seven-stretches-to-relax-the-back","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised,noindex","Seven Stretches to Relax the Back","33","303","Stretching does more than make you feel good. It keeps the blood moving and can help prevent or gently heal tightness or sore muscles. Because back pain can have many causes, it’s helpful to have a number of exercises to get relief.","232","1453","","0","Healthy Living","14","Seven Stretches to Relax the Back","33","Cat/Cow","7","Sitting Back Twist","18","noindex","","","https://www.tenethealth.com/healthy-living/corporate-content/seven-stretches-to-relax-the-back","","","","","","78469","588","5.139","2","","6","2","0.180","45","26","3","3","","","","","a656b1002c4683e393cd4a7ed41ce862","0.253","","","","","HTTP/1.1","https://www.stvincenthospital.com/healthy-living/corporate-content/seven-stretches-to-relax-the-back","2021-09-17 14:24:17"
"https://www.stvincenthospital.com/services/oncology/oncology-rehabilitation/oncology-occupational-therapy","text/html; charset=utf-8","200","OK","Indexable","","Oncology Occupational Therapy | Cancer Rehabilitation","53","490","Providing a patient-centered, comprehensive cancer rehab program with Physical & Occupational Therapy in Worcester, MA","118","770","Cancer PT, cancer therapy","25","Cancer Occupational Therapy","27","","0","Feel Better During Cancer Treatment","35","Lymphedema Treatment","20","","","","https://www.stvincenthospital.com/services/oncology/oncology-rehabilitation/oncology-occupational-therapy","","","","","","59395","491","6.871","2","","8","5","0.450","48","30","2","2","","","","","7ad2b148aa25860faba019d40da35c74","0.068","","","","","HTTP/1.1","https://www.stvincenthospital.com/services/oncology/oncology-rehabilitation/oncology-occupational-therapy","2021-09-17 14:24:17"
"https://www.stvincenthospital.com/about/our-stories","text/html; charset=utf-8","200","OK","Indexable","","Patient Success Stories from Saint Vincent Hospital","51","453","Read the stories we’ve collected about the treatment and success of Saint Vincent Hospital patients and staff","109","678","","0","Our Stories","11","","0","About Us","8","","0","","","","https://www.stvincenthospital.com/about/our-stories","","","","","","58592","89","2.654","2","","15","10","0.890","49","31","2","2","","","","","12dab688170aa5690458d08d4066a20b","0.267","","","","","HTTP/1.1","https://www.stvincenthospital.com/about/our-stories","2021-09-17 14:24:17"
"https://www.stvincenthospital.com/strike-news/our-latest-proposal","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","218","0","0.000","2","","1","1","0.090","0","0","0","0","","","","","","0.043","","https://www.stvincenthospital.com/news/newsroom/saint-vincent-hospital-presents-final-proposal-to-mna","HTTP Redirect","","HTTP/1.1","https://www.stvincenthospital.com/strike-news/our-latest-proposal","2021-09-17 14:24:17"
"https://www.stvincenthospital.com/services/oncology/oncology-rehabilitation","text/html; charset=utf-8","200","OK","Indexable","","Oncology Rehabilitation Services at Saint Vincent Hospital","58","512","Providing the greater Worcester community with a patient-centered, comprehensive cancer rehab program","101","659","cancer rehab, cancer rehabilitation","35","Oncology Rehabilitation","23","","0","Supporting Your Cancer Journey","30","Personalized Cancer Rehab","25","","","","https://www.stvincenthospital.com/services/oncology/oncology-rehabilitation","","","","","","59466","601","8.042","2","","12","6","0.540","45","29","2","2","","","","","8be7c5869fdd7512ff43b0de65559f65","0.086","","","","","HTTP/1.1","https://www.stvincenthospital.com/services/oncology/oncology-rehabilitation","2021-09-17 14:24:17"
"https://www.stvincenthospital.com/contact/staff-recognition","text/html; charset=utf-8","200","OK","Indexable","","Share Your Patient Story","24","217","Help others with their health journey by sharing your experience. ","66","397","","0","Share Your Patient Story","24","","0","Recognize one of your Heroes","28","Contact Us","10","","","","https://www.stvincenthospital.com/contact/staff-recognition","","","","","","54919","288","4.947","2","","7","4","0.360","41","24","2","2","","","","","10151ea6467ee4275e1e8b182c6fec31","0.657","","","","","HTTP/1.1","https://www.stvincenthospital.com/contact/staff-recognition","2021-09-17 14:24:17"
"https://www.stvincenthospital.com/patients/what-to-bring","text/html; charset=utf-8","200","OK","Indexable","","What to Bring / NOT to Bring for Patients of Saint Vincent","58","502","Make sure you know what you will need and what to avoid bringing during your hospital stay at Saint Vincent Hospital","116","723","","0","","0","","0","","0","","0","","","","https://www.stvincenthospital.com/patients/what-to-bring","","","","","","39179","39","2.999","2","","5","2","0.180","40","24","2","2","","","","","d91304e28fb8e796e49b65a16ab2f577","0.229","","","","","HTTP/1.1","https://www.stvincenthospital.com/patients/what-to-bring","2021-09-17 14:24:17"
"https://www.stvincenthospital.com/news/newsroom/permanent-replacement-nurses-start-work-at-saint-vincent-hospital-as-strike-crosses-100-days","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Permanent Replacement Nurses Start Work at Saint Vincent Hospital as Strike Crosses 100 Days","92","857","This week, Saint Vincent Hospital welcomes its first group of permanent replacement nurses as the strike by the Massachusetts Nurses Association (MNA) reaches 100 days.","168","1078","Blogs","5","News","4","Permanent Replacement Nurses Start Work at Saint Vincent Hospital as Strike Crosses 100 Days","92","Sign Up for Health Tips","23","Find a Doctor","13","","","","https://www.stvincenthospital.com/home/newsroom/permanent-replacement-nurses-start-work-at-saint-vincent-hospital-as-strike-crosses-100-days","","","","","","69203","485","5.387","2","","6","2","0.180","43","25","2","2","","","","","ee64ebb99556a1020ccb636f806f50c6","0.047","","","","","HTTP/1.1","https://www.stvincenthospital.com/news/newsroom/permanent-replacement-nurses-start-work-at-saint-vincent-hospital-as-strike-crosses-100-days","2021-09-17 14:24:17"
"https://www.stvincenthospital.com/news/newsroom/statement-from-the-massachusetts-health-hospital-association-mha-on-the-latest-offer-to-mna-nurses-at-saint-vincent-hospital","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Statement from the Massachusetts Health & Hospital Association (MHA) on the Latest Offer to MNA Nurses at Saint Vincent Hospital","128","1159","The latest offer made public by Saint Vincent Hospital to the Massachusetts Nurses Association marks a significant step toward reaching an agreement and settling the strike.","173","1076","Blogs","5","News","4","Statement from the Massachusetts Health & Hospital Association (MHA) on the Latest Offer to MNA Nurses at Saint Vincent Hospital","128","Sign Up for Health Tips","23","Find a Doctor","13","","","","https://www.stvincenthospital.com/home/newsroom/statement-from-the-massachusetts-health-hospital-association-mha-on-the-latest-offer-to-mna-nurses-at-saint-vincent-hospital","","","","","","68822","447","5.208","2","","6","2","0.180","43","25","2","2","","","","","a58b39685e6d8801b648bec15c634c36","0.190","","","","","HTTP/1.1","https://www.stvincenthospital.com/news/newsroom/statement-from-the-massachusetts-health-hospital-association-mha-on-the-latest-offer-to-mna-nurses-at-saint-vincent-hospital","2021-09-17 14:24:17"
"https://www.stvincenthospital.com/healthy-living/corporate-content/healthy-game-day-snacks-healthy-tailgate-snacks","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised,noindex","Healthy Game Day Snacks | Healthy Tailgate Snacks","49","467","Here are several crowd-pleasing options to keep the flavor and crunch you crave.","80","505","","0","Healthy Living","14","Healthy Game Day Snacks","23","Sign Up for Health Tips","23","Find a Doctor","13","noindex","","","https://www.tenethealth.com/healthy-living/corporate-content/healthy-game-day-snacks-healthy-tailgate-snacks","","","","","","76005","478","4.854","2","","6","2","0.180","45","26","3","3","","","","","901b687541ededce03e523f40b61c5f4","0.263","","","","","HTTP/1.1","https://www.stvincenthospital.com/healthy-living/corporate-content/healthy-game-day-snacks-healthy-tailgate-snacks","2021-09-17 14:24:17"
"https://www.stvincenthospital.com/healthy-living/corporate-content/six-ways-you-re-making-knee-pain-worse","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised,noindex","Six Ways You’re Making Knee Pain Worse","38","375","While it may seem like knee pain is an inevitable fact of aging, you may be able to avoid it.  In fact, you may be doing some things unintentionally that are causing your knee pain, or making the aches and twinges you already have worse. ","238","1459","","0","Healthy Living","14","Six Ways You’re Making Knee Pain Worse","38","Sign Up for Health Tips","23","Find a Doctor","13","noindex","","","https://www.tenethealth.com/healthy-living/corporate-content/six-ways-you-re-making-knee-pain-worse","","","","","","77225","640","5.887","2","","6","2","0.180","45","26","3","3","","","","","55690679eac37754866402c6082bf0e1","0.241","","","","","HTTP/1.1","https://www.stvincenthospital.com/healthy-living/corporate-content/six-ways-you-re-making-knee-pain-worse","2021-09-17 14:24:17"
"https://www.stvincenthospital.com/healthy-living/corporate-content/newborn-reflexes","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised,noindex","Newborn Reflexes | Root Reflex | Suck Reflex","44","400","Reflexes are involuntary movements or actions. Some movements are spontaneous, occurring as part of the baby's usual activity. Others are responses to certain actions. ","168","1061","","0","Healthy Living","14","Newborn Reflexes","16","Root Reflex","11","Suck Reflex","11","noindex","","","https://www.tenethealth.com/healthy-living/corporate-content/newborn-reflexes","","","","","","77313","689","6.065","2","","6","2","0.180","45","26","3","3","","","","","2b39b69d7a5a492d4a0b7f4310f81fad","0.257","","","","","HTTP/1.1","https://www.stvincenthospital.com/healthy-living/corporate-content/newborn-reflexes","2021-09-17 14:24:17"
"https://www.stvincenthospital.com/news/newsroom/saint-vincent-hospital-s-center-for-women-and-infants-announces-its-new-level-iib-nursery-status","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Saint Vincent Hospital’s Center for Women and Infants Announces Its New Level IIB Nursery Status","96","871","Saint Vincent Hospital’s Center for Women and Infants Announces Its New Level IIB Nursery Status","96","617","Blogs","5","News","4","Saint Vincent Hospital’s Center for Women and Infants Announces Its New Level IIB Nursery Status","96","Sign Up for Health Tips","23","Find a Doctor","13","","","","https://www.stvincenthospital.com/home/newsroom/saint-vincent-hospital-s-center-for-women-and-infants-announces-its-new-level-iib-nursery-status","","","","","","67537","346","4.369","2","","6","2","0.180","43","25","2","2","","","","","fa7c33092a240b4ea49b0e40ec98294c","0.050","","","","","HTTP/1.1","https://www.stvincenthospital.com/news/newsroom/saint-vincent-hospital-s-center-for-women-and-infants-announces-its-new-level-iib-nursery-status","2021-09-17 14:24:18"
"https://www.stvincenthospital.com/news/newsroom/u.s.-news-world-report-names-saint-vincent-hospital-a-high-performing-hospital-for-heart-failure-and-chronic-obstructive-pulmonary-disease","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","U.S. News & World Report Names Saint Vincent Hospital a High Performing Hospital for Heart Failure and Chronic Obstructive Pulmonary Disease","140","1290","U.S. News & World Report Names Saint Vincent Hospital a High Performing Hospital for Heart Failure and Chronic Obstructive Pulmonary Disease","140","906","Blogs","5","News","4","U.S. News & World Report Names Saint Vincent Hospital a High Performing Hospital for Heart Failure and Chronic Obstructive Pulmonary Disease","140","Sign Up for Health Tips","23","Find a Doctor","13","","","","https://www.stvincenthospital.com/home/newsroom/u.s.-news-world-report-names-saint-vincent-hospital-a-high-performing-hospital-for-heart-failure-and-chronic-obstructive-pulmonary-disease","","","","","","71238","582","6.358","2","","6","2","0.180","43","25","2","2","","","","","5cbfd3144c2d807164b6a5c0d46b129a","0.174","","","","","HTTP/1.1","https://www.stvincenthospital.com/news/newsroom/u.s.-news-world-report-names-saint-vincent-hospital-a-high-performing-hospital-for-heart-failure-and-chronic-obstructive-pulmonary-disease","2021-09-17 14:24:18"
"https://www.stvincenthospital.com/healthy-living/corporate-content/tips-for-people-who-sit-a-lot","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised,noindex","10 Health Tips for People Who Sit for Long Hours","48","437","If you are guilty of sitting majority of your day, here are some health tips that can help you avoid the long-term consequences that sitting for long hours may cause.","166","1005","","0","Healthy Living","14","10 Health Tips for People Who Sit for Long Hours","48","Final Thoughts","14","Sign Up for Health Tips","23","noindex","","","https://www.tenethealth.com/healthy-living/corporate-content/tips-for-people-who-sit-a-lot","","","","","","82880","512","4.624","2","","6","2","0.180","45","26","3","3","","","","","67e5fbb67c612876c7960a2815b46aa9","0.316","","","","","HTTP/1.1","https://www.stvincenthospital.com/healthy-living/corporate-content/tips-for-people-who-sit-a-lot","2021-09-17 14:24:18"
"https://www.stvincenthospital.com/news/newsroom/saint-vincent-hospital-focuses-on-continued-care-for-community-after-mna-rejects-offer","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Saint Vincent Hospital Focuses on Continued Care for Community After MNA Rejects Offer","86","796","Saint Vincent Hospital is turning its attention to ensuring quality care during a pending strike by nurses after the Massachusetts Nurses Association (MNA) did not accept the hospital’s latest offer.","199","1203","Blogs","5","News","4","Saint Vincent Hospital Focuses on Continued Care for Community After MNA Rejects Offer","86","Sign Up for Health Tips","23","Find a Doctor","13","","","","https://www.stvincenthospital.com/home/newsroom/saint-vincent-hospital-focuses-on-continued-care-for-community-after-mna-rejects-offer","","","","","","72441","709","7.160","2","","6","2","0.180","43","25","2","2","","","","","f05b8b7f2af90535ca4a981125cd83ef","0.050","","","","","HTTP/1.1","https://www.stvincenthospital.com/news/newsroom/saint-vincent-hospital-focuses-on-continued-care-for-community-after-mna-rejects-offer","2021-09-17 14:24:18"
"https://www.stvincenthospital.com/healthy-living/corporate-content/5-back-pain-emergencies","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised,noindex","5 Back Pain Emergencies to Watch Out For","40","383","Back pain emergencies may be rare, but when they happen, be sure to call 911 immediately. Our ER specialists and staff are ready to help relieve your pain 24/7.","160","1003","","0","Healthy Living","14","5 Back Pain Emergencies","23","Sign Up for Health Tips","23","Find a Doctor","13","noindex","","","https://www.tenethealth.com/healthy-living/corporate-content/5-back-pain-emergencies","","","","","","85890","929","7.546","2","","6","2","0.180","46","26","3","3","","","","","6c950775195233cd0dd884656818871f","0.267","","","","","HTTP/1.1","https://www.stvincenthospital.com/healthy-living/corporate-content/5-back-pain-emergencies","2021-09-17 14:24:18"
"https://www.stvincenthospital.com/healthy-living/corporate-content/the-bare-bones-of-osteoporosis","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised,noindex","Osteoporosis – what it is, who is at risk and ways to prevent it","64","536","Osteoporosis, a bone disease that develops when bones become weak, affects more than 50 million Americans. Here are the signs of osteoporosis, how you can test for it and, most importantly, how you can avoid getting the disease.","228","1449","","0","Healthy Living","14","The Bare Bones of Osteoporosis","30","What is Osteoporosis?","21","Signs of Osteoporosis","21","noindex","","","https://www.pbgmc.com/healthy-living/corporate-content/the-bare-bones-of-osteoporosis","","","","","","79766","806","7.131","2","","6","2","0.180","45","26","3","3","","","","","c923161202e2f67d881327ac155681f4","0.257","","","","","HTTP/1.1","https://www.stvincenthospital.com/healthy-living/corporate-content/the-bare-bones-of-osteoporosis","2021-09-17 14:24:18"
"https://www.stvincenthospital.com/healthy-living/corporate-content/what-is-pulmonary-hypertension","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised,noindex","What Is Pulmonary Hypertension?","31","302","Racing heartbeat? Having pain on the upper right side of the abdomen? Learn more about the early signs and symptoms of pulmonary hypertension here.","147","947","","0","Healthy Living","14","What Is Pulmonary Hypertension?","31","What Is the Main Cause of Pulmonary Hypertension?","49","Risk Factors of Pulmonary Hypertension","38","noindex","","","https://www.tenethealth.com/healthy-living/corporate-content/what-is-pulmonary-hypertension","","","","","","81653","915","8.135","2","","6","2","0.180","45","26","3","3","","","","","2d32c8484df459835dcdade5143c13cb","0.243","","","","","HTTP/1.1","https://www.stvincenthospital.com/healthy-living/corporate-content/what-is-pulmonary-hypertension","2021-09-17 14:24:18"
"https://www.stvincenthospital.com/healthy-living/corporate-content/returning-to-normal-after-pandemic-tips-to-reduce-anxiety","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised,noindex","Returning to Normal After Pandemic: Tips to Reduce Anxiety","58","532","Do you feel anxious about returning to pre-pandemic activities? These tips can help reduce your anxiety. Read the article now.","126","783","","0","Healthy Living","14","Returning to Normal After Pandemic: Tips to Reduce Anxiety","58","Signs and Symptoms of Anxiety","29","10 Tips to Reduce Anxiety About Going Back to Normal","52","noindex","","","https://www.tenethealth.com/healthy-living/corporate-content/returning-to-normal-after-pandemic-tips-to-reduce-anxiety","","","","","","88011","601","5.065","2","","6","2","0.180","45","26","3","3","","","","","613136f53a002ce42261719354b3e951","0.381","","","","","HTTP/1.1","https://www.stvincenthospital.com/healthy-living/corporate-content/returning-to-normal-after-pandemic-tips-to-reduce-anxiety","2021-09-17 14:24:18"
"https://www.stvincenthospital.com/healthy-living/corporate-content/five-tips-to-protect-your-eyes-from-the-sun","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised,noindex","Five Tips to Protect Your Eyes from the Sun","43","385","Doctors warn that continuous exposure to UV light can increase the risks of eye diseases, such as cataracts.","108","679","","0","Healthy Living","14","Five Tips to Protect Your Eyes from the Sun","43","Who’s affected?","15","Sign Up for Health Tips","23","noindex","","","https://www.tenethealth.com/healthy-living/corporate-content/five-tips-to-protect-your-eyes-from-the-sun","","","","","","78192","631","5.973","2","","6","2","0.180","45","26","4","4","","","","","2d5778ffb8559936e3188a1e346dd94b","0.251","","","","","HTTP/1.1","https://www.stvincenthospital.com/healthy-living/corporate-content/five-tips-to-protect-your-eyes-from-the-sun","2021-09-17 14:24:18"
"https://www.stvincenthospital.com/healthy-living/corporate-content/10-tips-that-can-help-you-start-exercising","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised,noindex","10 Tips That Can Help You Start Exercising","42","385","Do you live a sedentary lifestyle? We’ve got you! Here are some tips that can help you start exercising and stay on the fitness groove for good.","144","890","","0","Healthy Living","14","10 Tips That Can Help You Start Exercising","42","Sign Up for Health Tips","23","Find a Doctor","13","noindex","","","https://www.tenethealth.com/healthy-living/corporate-content/10-tips-that-can-help-you-start-exercising","","","","","","85885","726","5.911","2","","6","2","0.180","46","26","3","3","","","","","de9f00557d477001d80fefc79eadf16a","0.229","","","","","HTTP/1.1","https://www.stvincenthospital.com/healthy-living/corporate-content/10-tips-that-can-help-you-start-exercising","2021-09-17 14:24:18"
"https://www.stvincenthospital.com/news/newsroom/welcome-dr.-patricia-d.-chernosky-dr.-brenda-e.-hallenbeck","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Welcome Dr. Patricia D. Chernosky & Dr. Brenda E. Hallenbeck","60","561","St. Vincent Hospital is proud to welcome Dr. Brenda E. Hallenback and Dr. Patricia D. Chernosky to our Special Women's Wellness Center. ","136","863","Blogs","5","News","4","Welcome Dr. Patricia D. Chernosky & Dr. Brenda E. Hallenbeck","60","Dr. Patricia D. Chernosky and Dr. Brenda E. Hallenbeck Join New Women’s Wellness Associates at Saint Vincent Hospital ","118","Sign Up for Health Tips","23","","","","https://www.stvincenthospital.com/home/newsroom/welcome-dr.-patricia-d.-chernosky-dr.-brenda-e.-hallenbeck","","","","","","68658","410","5.004","2","","6","2","0.180","43","25","2","2","","","","","e8b1d05ccf3863a03b66029daed832cb","0.182","","","","","HTTP/1.1","https://www.stvincenthospital.com/news/newsroom/welcome-dr.-patricia-d.-chernosky-dr.-brenda-e.-hallenbeck","2021-09-17 14:24:18"
"https://www.stvincenthospital.com/health-assessments/heartburn-quiz","text/html; charset=utf-8","200","OK","Indexable","","Heartburn Quiz | Saint Vincent Hospital | Worcester MA","54","487","Take a free online heartburn quiz and then choose your next step.","65","406","","0","Heartburn Quiz","14","","0","","0","","0","","","","https://www.stvincenthospital.com/health-assessments/heartburn-quiz","","","","","","50247","49","2.502","2","","8","3","0.270","42","24","2","2","","","","","5f1e8c135f5fd56feec6deeabfe80861","0.274","","","","","HTTP/1.1","https://www.stvincenthospital.com/health-assessments/heartburn-quiz","2021-09-17 14:24:18"
"https://www.stvincenthospital.com/pay-a-bill","text/html; charset=utf-8","200","OK","Indexable","","Saint Vincent Hospital Online Bill Pay Portal","45","386","Use our online portal for Online Bill Payment for Saint Vincent Hospital in Worcester, MA","89","546","online bill pay, online payment","31","Pay a Bill","10","","0","View Your Bills Online","22","Flexible Payment Options","24","","","","https://www.stvincenthospital.com/pay-a-bill","","","","","","47077","180","4.164","2","","7","3","0.270","41","25","3","3","","","","","d2b2452169e68925aef349f9db5c5cc1","0.093","","","","","HTTP/1.1","https://www.stvincenthospital.com/pay-a-bill","2021-09-17 14:24:19"
"https://www.stvincenthospital.com/healthy-living/corporate-content/the-trouble-with-triple-a","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised,noindex","The Trouble with Triple A","25","223","Abdominal aortic aneurysm occurs when the abdominal aortic walls become swollen. Learn more about this condition that can be dangerous when left untreated.","155","990","","0","Healthy Living","14","The Trouble with Triple A","25","What Are the Types of Abdominal Aortic Aneurysms?","49","What Are the Most Common Causes of Abdominal Aortic Aneurysms?","62","noindex","","","https://www.tenethealth.com/healthy-living/corporate-content/the-trouble-with-triple-a","","","","","","86173","1285","9.627","2","","6","2","0.180","45","26","3","3","","","","","ece41d548b10e6690c912dc483075479","0.254","","","","","HTTP/1.1","https://www.stvincenthospital.com/healthy-living/corporate-content/the-trouble-with-triple-a","2021-09-17 14:24:19"
