"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://www.uwhealth.org/onlineservices/greetingcards/resources/thumbnail/card_cupcake_10.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.202","","","","","1.1","https://www.uwhealth.org/onlineservices/greetingcards/resources/thumbnail/card_cupcake_10.jpg","2022-01-31 15:14:36"
"https://www.uwhealth.org/files/uwhealth/docs/about/uw_health_facts_and_figures.pdf","application/pdf","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","2","","2","2","0","0.370","0","0","0","0","0","0","","","","","","0.206","Mon, 10 May 2021 20:02:42 GMT","","","","1.1","https://www.uwhealth.org/files/uwhealth/docs/about/uw_health_facts_and_figures.pdf","2022-01-31 15:14:36"
"https://www.uwhealth.org/news/events/25067","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","2","","16","16","0","3.000","0","0","0","0","0","0","","","","","","","","","","","None","https://www.uwhealth.org/news/events/25067","2022-01-31 15:14:36"
"http://www.uwhealth.org/files/uwhealth/docs/pdf5/Tuberculosis_Risk_Assessment.pdf","application/pdf","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","2","","2","2","0","0.370","0","0","0","0","0","0","","","","","","0.114","Tue, 17 Sep 2019 12:04:22 GMT","","","","1.1","http://www.uwhealth.org/files/uwhealth/docs/pdf5/Tuberculosis_Risk_Assessment.pdf","2022-01-31 15:14:36"
"https://www.uwhealth.org/accountable-care-organization-aco","text/html; charset=UTF-8","200","OK","Indexable","","Accountable Care Organization (Aco) | UW Health","47","440","UW Health can help you understand what is accountable care organization and how it can benefit you. Learn more about ACO here.","126","815","accountable care organization,what is accountable care organization","67","Population Health: Accountable Care Organization (ACO)","54","","0","Notice","6","What is an Accountable Care Organization?","41","","","","","https://www.uwhealth.org/accountable-care-organization-aco","","","","","","165351","948","4.442","2","","12","6","0","1.120","80","30","0","27","17","0","","","","","992456f03ec893fcf4c9bb23c0516d83","0.430","","","","","1.1","https://www.uwhealth.org/accountable-care-organization-aco","2022-01-31 15:14:36"
"https://www.uwhealth.org/files/uwhealth/docs/pdf6/2021_ACT_146_Report_02092021.pdf","application/pdf","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","2","","1","1","0","0.190","0","0","0","0","0","0","","","","","","0.239","Wed, 10 Feb 2021 16:24:27 GMT","","","","1.1","https://www.uwhealth.org/files/uwhealth/docs/pdf6/2021_ACT_146_Report_02092021.pdf","2022-01-31 15:14:36"
"https://www.uwhealth.org/about-us/uw-health-executive-leadership","text/html; charset=UTF-8","200","OK","Indexable","","UW Health Executive Leadership | UW Health","42","405","Learn more about CEO Dr. Alan Kaplan and other members of UW Health's senior leadership team here.","98","645","Dr Alan Kaplan","14","UW Health: Executive leadership","31","","0","Notice","6","Chief Executive Officer","23","","","","","https://www.uwhealth.org/about-us/uw-health-executive-leadership","","","","","","161708","276","1.821","2","","4","3","0","0.560","72","27","0","22","12","0","","","","","5edd5c243313662a93c71235afa5554b","0.400","","","","","1.1","https://www.uwhealth.org/about-us/uw-health-executive-leadership","2022-01-31 15:14:36"
"https://www.uwhealth.org/conditions/cystic-fibrosis","text/html; charset=UTF-8","200","OK","Indexable","","Pediatric cystic fibrosis, symptoms & treatment | Conditions | UW Health","72","633","The UW Health Kids lung specialists provide complete care for pediatric cystic fibrosis patients. Learn more about our available treatments.","140","863","Cystic fibrosis, lung disease, pulmonology, nutrition, cough, airway clearance, ty, lung transplant","99","Pediatric cystic fibrosis: Live well while managing your condition","66","","0","Notice","6","How we can help","15","index,follow","","","","https://www.uwhealth.org/conditions/cystic-fibrosis","","","","","","278422","2031","4.900","2","","31","3","0","0.560","98","28","0","40","29","0","","","","","7c2ecef5fcea261c8d63df06b492c009","0.309","","","","","1.1","https://www.uwhealth.org/conditions/cystic-fibrosis","2022-01-31 15:14:36"
"https://www.uwhealth.org/services/pediatric-pulmonology","text/html; charset=UTF-8","200","OK","Indexable","","Pediatric pulmonology, pediatric lung specialist | Conditions, Treatments and Services | UW Health","98","868","UW Health Kids pulmonology experts diagnose and treat lung and breathing disorders in children. We offer specialty clinics that focus on kids' lung health.","155","949","Pulmonology, pediatric pulmonology, lung health, pediatric lung conditions, vocal cord dysfunction, Cystic Fibrosis Center, Pediatric Tracheostomy Clinic, Pediatric Aerodigestive Clinic, Pediatric Pulmonary Hypertension Clinic","226","Pediatric pulmonology: Helping the littlest lungs","49","","0","Notice","6","Specialty clinics provide advanced care, unique support","55","index,follow","","","","https://www.uwhealth.org/services/pediatric-pulmonology","","","","","","228545","1068","3.464","2","","16","5","0","0.940","86","31","0","29","19","0","","","","","3ce95b9843ac4647da48ddfa1e38b4fe","0.416","","","","","1.1","https://www.uwhealth.org/services/pediatric-pulmonology","2022-01-31 15:14:37"
"https://www.uwhealth.org/locations/university-hospital-170/pharmacy-782","text/html; charset=UTF-8","200","OK","Indexable","","University Hospital - Outpatient Pharmacy | Locations and Clinics | UW Health","77","687","Serving more than 600,000 patients each year in the Upper Midwest and beyond at seven hospitals and more than 80 outpatient sites.","130","833","","0","University Hospital - Outpatient Pharmacy","41","","0","Notice","6","Parking and transportation","26","","","","","https://www.uwhealth.org/locations/university-hospital-170/pharmacy-782","","","","","","191543","225","1.415","2","","9","3","0","0.560","73","25","0","23","13","0","","","","","dc67e6ecb655260d794a5d71e0e092f8","0.412","","","","","1.1","https://www.uwhealth.org/locations/university-hospital-170/pharmacy-782","2022-01-31 15:14:37"
"https://www.uwhealth.org/conditions/pancreatic-cancer","text/html; charset=UTF-8","200","OK","Indexable","","Pancreatic Cancer Specialists & Treatment | Conditions | UW Health","66","601","At UW Health and the UW Carbone Cancer Center, we offer the latest treatment options for pancreatic cancer. Learn more about symptoms and treatment options.","156","1009","pancreatic cancer specialists,pancreatic cancer doctor,pancreatic cancer symptoms","81","Pancreatic cancer: The latest treatments for every stage","56","","0","Notice","6","Know the basics","15","index,follow","","","","https://www.uwhealth.org/conditions/pancreatic-cancer","","","","","","287961","1356","3.378","2","","19","4","0","0.750","90","31","0","30","20","0","","","","","8568a4d249aadfd9398e28e257b25172","0.410","","","","","1.1","https://www.uwhealth.org/conditions/pancreatic-cancer","2022-01-31 15:14:37"
"https://www.uwhealth.org/files/uwhealth/docs/medrecords/verbal_communication.pdf","application/pdf","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","2","","1","1","0","0.190","0","0","0","0","0","0","","","","","","0.245","Sun, 13 Jan 2019 17:58:15 GMT","","","","1.1","https://www.uwhealth.org/files/uwhealth/docs/medrecords/verbal_communication.pdf","2022-01-31 15:14:38"
"https://www.uwhealth.org/onlineservices/greetingcards/resources/thumbnail/card_bucky_03.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.238","","","","","1.1","https://www.uwhealth.org/onlineservices/greetingcards/resources/thumbnail/card_bucky_03.jpg","2022-01-31 15:14:38"
"https://www.uwhealth.org/treatments/pediatric-liver-transplant","text/html; charset=UTF-8","200","OK","Indexable","","Pediatric liver transplant | Treatments | UW Health","51","441","UW Health Kids liver transplant program offers short wait times and a 100% patient survival rate for pediatric liver transplants one year after surgery.","152","922","Pediatric liver transplant, liver transplant for kids, living liver donation, living donor liver transplant, liver failure, liver disease, pediatric liver transplant, kids liver transplant, transplant center of excellence, liver transplant AFCH","244","Pediatric liver transplant: Saving little lives to create big futures","69","","0","Notice","6","About our program","17","index,follow","","","","https://www.uwhealth.org/treatments/pediatric-liver-transplant","","","","","","338904","1789","3.679","2","","25","5","0","0.940","104","35","0","29","19","0","","","","","464934ce505506b645ee92a7055991c","0.442","","","","","1.1","https://www.uwhealth.org/treatments/pediatric-liver-transplant","2022-01-31 15:14:38"
"https://www.uwhealth.org/about-us/uw-health-corporate-governance","text/html; charset=UTF-8","200","OK","Indexable","","UW Health Corporate Governance | UW Health","42","416","Information about the UW Hospitals and Clinics Authority Board, the UW Medical Foundation Board of Directors and their respective committees.","141","897","uw health authority board","25","UW Health Corporate Governance","30","","0","Notice","6","UW Hospitals and Clinics Authority Board","40","","","","","https://www.uwhealth.org/about-us/uw-health-corporate-governance","","","","","","322270","2155","4.086","2","","14","2","0","0.370","251","191","0","31","21","0","","","","","ea3f18c2b50e57914418770ac205cd49","0.559","","","","","1.1","https://www.uwhealth.org/about-us/uw-health-corporate-governance","2022-01-31 15:14:38"
"https://www.uwhealth.org/neurosurgery-radiology/neuroendovascular-surgery-services/38957","","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","2","","1","1","0","0.190","0","0","0","0","0","0","","","","","","0.555","","https://www.uwhealth.org/services/neurosurgery","HTTP Redirect","","1.1","https://www.uwhealth.org/neurosurgery-radiology/neuroendovascular-surgery-services/38957","2022-01-31 15:14:39"
"https://www.uwhealth.org/onlineservices/greetingcards/resources/thumbnail/card_cow_08.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.240","","","","","1.1","https://www.uwhealth.org/onlineservices/greetingcards/resources/thumbnail/card_cow_08.jpg","2022-01-31 15:14:39"
"https://www.uwhealth.org/files/uwhealth/docs/medrecords/release_medical_information.pdf","application/pdf","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","2","","9","3","0","0.560","0","0","0","0","0","0","","","","","","0.072","Tue, 24 Mar 2020 15:31:26 GMT","","","","1.1","https://www.uwhealth.org/files/uwhealth/docs/medrecords/release_medical_information.pdf","2022-01-31 15:14:39"
"https://www.uwhealth.org/onlineservices/greetingcards/resources/thumbnail/card_beach_02.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.200","","","","","1.1","https://www.uwhealth.org/onlineservices/greetingcards/resources/thumbnail/card_beach_02.jpg","2022-01-31 15:14:40"
"https://www.uwhealth.org/locations/swedishamerican","text/html; charset=UTF-8","200","OK","Indexable","","SwedishAmerican Hospital | Locations and Clinics | UW Health","60","554","Serving more than 600,000 patients each year in the Upper Midwest and beyond at seven hospitals and more than 80 outpatient sites.","130","833","","0","SwedishAmerican Hospital","24","","0","Notice","6","Remarkable care for north-central Illinois","42","","","","","https://www.uwhealth.org/locations/swedishamerican","","","","","","205174","980","3.775","2","","19","3","0","0.560","85","25","0","25","14","0","","","","","e91c2e5c8c20b134c6ea0c3aa75a7b8b","0.400","","","","","1.1","https://www.uwhealth.org/locations/swedishamerican","2022-01-31 15:14:40"
"https://www.uwhealth.org/locations/american-family-childrens-hospital-169/neonatal-intensive-care-unit-1019","text/html; charset=UTF-8","200","OK","Indexable","","Neonatal Intensive Care Unit | Locations and Clinics | UW Health","64","570","Serving more than 600,000 patients each year in the Upper Midwest and beyond at seven hospitals and more than 80 outpatient sites.","130","833","","0","Neonatal Intensive Care Unit","28","","0","Notice","6","A world-class NICU at American Family Children's Hospital","57","","","","","https://www.uwhealth.org/locations/american-family-childrens-hospital-169/neonatal-intensive-care-unit-1019","","","","","","238241","906","2.927","2","","23","6","0","1.120","87","26","0","28","18","0","","","","","3b7fc9062ee94aeb053af39b0a87b4ef","0.567","","","","","1.1","https://www.uwhealth.org/locations/american-family-childrens-hospital-169/neonatal-intensive-care-unit-1019","2022-01-31 15:14:40"
"https://www.uwhealth.org/providers?tab=pediatric","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Find a Doctor | UW Health","25","232","UW Health is the academic medical center and health system for the University of Wisconsin.","91","579","","0","Find a doctor","13","","0","Notice","6","Browse by category","18","","","","","https://www.uwhealth.org/providers","","","","","","139223","176","1.682","2","","4","2","0","0.370","80","26","0","22","12","0","","","","","f7b61d7c6135771b0576a841165b78be","0.391","","","","","1.1","https://www.uwhealth.org/providers?tab=pediatric","2022-01-31 15:14:40"
"https://www.uwhealth.org/locations/1-s-park-clinic-1/pharmacy-123","text/html; charset=UTF-8","200","OK","Indexable","","1 S. Park Clinic - Pharmacy | Locations and Clinics | UW Health","63","561","Serving more than 600,000 patients each year in the Upper Midwest and beyond at seven hospitals and more than 80 outpatient sites.","130","833","","0","1 S. Park Clinic - Pharmacy","27","","0","Notice","6","Parking and transportation","26","","","","","https://www.uwhealth.org/locations/1-s-park-clinic-1/pharmacy-123","","","","","","142913","209","1.821","2","","11","3","0","0.560","73","25","0","23","13","0","","","","","ee71d578f7e4a3d7bfa07baf50e15eee","0.452","","","","","1.1","https://www.uwhealth.org/locations/1-s-park-clinic-1/pharmacy-123","2022-01-31 15:14:40"
"https://www.uwhealth.org/onlineservices/greetingcards/resources/thumbnail/card_winter-val-roses_43.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.251","","","","","1.1","https://www.uwhealth.org/onlineservices/greetingcards/resources/thumbnail/card_winter-val-roses_43.jpg","2022-01-31 15:14:41"
"https://www.uwhealth.org/locations/west-towne-clinic-182/pharmacy-789","text/html; charset=UTF-8","200","OK","Indexable","","West Towne Clinic - Pharmacy | Locations and Clinics | UW Health","64","591","Serving more than 600,000 patients each year in the Upper Midwest and beyond at seven hospitals and more than 80 outpatient sites.","130","833","","0","West Towne Clinic - Pharmacy","28","","0","Notice","6","Parking and transportation","26","","","","","https://www.uwhealth.org/locations/west-towne-clinic-182/pharmacy-789","","","","","","165952","212","1.602","2","","9","3","0","0.560","73","25","0","23","13","0","","","","","5c869026bb1f9ce8832a834269509564","0.394","","","","","1.1","https://www.uwhealth.org/locations/west-towne-clinic-182/pharmacy-789","2022-01-31 15:14:41"
"https://www.uwhealth.org/locations/uw-health-at-the-american-center-280/pharmacy-1094","text/html; charset=UTF-8","200","OK","Indexable","","UW Health at The American Center - Pharmacy | Locations and Clinics | UW Health","79","737","Serving more than 600,000 patients each year in the Upper Midwest and beyond at seven hospitals and more than 80 outpatient sites.","130","833","","0","UW Health at The American Center - Pharmacy","43","","0","Notice","6","Parking and transportation","26","","","","","https://www.uwhealth.org/locations/uw-health-at-the-american-center-280/pharmacy-1094","","","","","","177060","243","1.602","2","","12","3","0","0.560","75","25","0","23","13","0","","","","","ee0a93ef67f9bd3fbf97120c027bc96b","0.660","","","","","1.1","https://www.uwhealth.org/locations/uw-health-at-the-american-center-280/pharmacy-1094","2022-01-31 15:14:41"
"https://www.uwhealth.org/med-flight","text/html; charset=UTF-8","200","OK","Indexable","","Med Flight | UW Health","22","207","UW Health Med Flight offers emergency transport by helicopter and ambulance for critically ill or injured patients in Wisconsin and nearby states. Learn more.","158","973","med flight,med flight helicopter","32","Med Flight: Life-saving care at the scene and in the air","56","","0","Notice","6","Air and ground critical care transport","38","","","","","https://www.uwhealth.org/med-flight","","","","","","195369","1548","5.506","2","","15","5","0","0.940","88","33","0","23","13","0","","","","","d4cf4bcf89f4548fc1fc892acade60aa","0.347","","","","","1.1","https://www.uwhealth.org/med-flight","2022-01-31 15:14:41"
"https://www.uwhealth.org/onlineservices/greetingcards/resources/thumbnail/card_monkey_14.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.184","","","","","1.1","https://www.uwhealth.org/onlineservices/greetingcards/resources/thumbnail/card_monkey_14.jpg","2022-01-31 15:14:42"
"https://www.uwhealth.org/_next/static/css/86de560f3697c2976ae5.css","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.335","","","","","1.1","https://www.uwhealth.org/_next/static/css/86de560f3697c2976ae5.css","2022-01-31 15:14:42"
"https://www.uwhealth.org/about-us/uw-health-northern-illinois","text/html; charset=UTF-8","200","OK","Indexable","","UW Health in Northern Illinois | UW Health","42","375","In 2015, Rockford-based SwedishAmerican - a community-based health system with a treasured legacy of more than 100 years - formally became part of UW Health.","157","1023","uw health, swedish american, rockford","37","UW Health in Northern Illinois: Expert health care, expanded","60","","0","Notice","6","Top-ranked health care in Northern Illinois","43","","","","","https://www.uwhealth.org/about-us/uw-health-northern-illinois","","","","","","151083","776","4.228","2","","7","2","0","0.370","75","26","0","23","13","0","","","","","9740fb09fa5f0093c010d344df491f54","0.490","","","","","1.1","https://www.uwhealth.org/about-us/uw-health-northern-illinois","2022-01-31 15:14:41"
"https://www.uwhealth.org/patient-guides/uw-hospital/support-groups/50423","","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","2","","18","18","0","3.370","0","0","0","0","0","0","","","","","","0.646","","https://patient.uwhealth.org/patient-family-visitor-guide","HTTP Redirect","","1.1","https://www.uwhealth.org/patient-guides/uw-hospital/support-groups/50423","2022-01-31 15:14:42"
"https://www.uwhealth.org/treatments/PATH-clinic-for-pediatric-gender-identity","text/html; charset=UTF-8","200","OK","Indexable","","PATH Clinic For Pediatric Gender Identity | Treatments | UW Health","66","595","UW Health pediatric gender identity specialists provide care for children, teens and their families. Learn more about our gender identity treatment options.","156","949","how to talk to your doctor about gender identity","48","PATH clinic for pediatric gender identity: Supporting transgender, nonbinary, gender questioning and gender diverse youth","121","","0","Notice","6","Supporting transgender, nonbinary, gender questioning and gender diverse youth","78","index,follow","","","","https://www.uwhealth.org/treatments/PATH-clinic-for-pediatric-gender-identity","","","","","","169270","758","3.640","2","","10","3","0","0.560","80","28","0","26","16","0","","","","","7d947cf28aea731fe53a300ff95f2241","0.438","","","","","1.1","https://www.uwhealth.org/treatments/PATH-clinic-for-pediatric-gender-identity","2022-01-31 15:14:42"
"https://www.uwhealth.org/forms/share-your-story","text/html; charset=UTF-8","200","OK","Indexable","","Share Your UW Health Story | UW Health","38","367","Sharing the story of your health care experience can inspire other people.","74","457","share your story,personal story","31","","0","","0","Notice","6","","0","","","","","https://www.uwhealth.org/forms/share-your-story","","","","","","107925","117","1.764","2","","26","25","0","4.680","70","25","0","22","12","0","","","","","665ff82d4e9779ebee18f9b2753b2b5b","0.429","","","","","1.1","https://www.uwhealth.org/forms/share-your-story","2022-01-31 15:14:42"
"https://www.uwhealth.org/patient-stories/recovery-from-head-injury-leaves-michael-grateful","text/html; charset=UTF-8","200","OK","Indexable","","Recovery from head injury leaves Michael grateful | Patient stories | UW Health","79","693","Michael Smithback suffered a serious head injury, but survived and is now living a normal life thanks to a UW Health team and neurosurgeon Wendell Lake.","152","959","head injury, neurosurgery, physical therapy, occupational therapy","65","Recovery from head injury leaves Michael grateful","49","","0","Notice","6","","0","","","","","https://www.uwhealth.org/patient-stories/recovery-from-head-injury-leaves-michael-grateful","","","","","","197926","1391","4.784","2","","3","2","0","0.370","78","32","0","24","14","0","","","","","66232282e2ffb9aa25824e4c6713d08c","0.375","","","","","1.1","https://www.uwhealth.org/patient-stories/recovery-from-head-injury-leaves-michael-grateful","2022-01-31 15:14:42"
"https://www.uwhealth.org/findadoctor/","text/plain","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","26","0","0.000","2","","32","16","0","3.000","0","0","0","0","0","0","","","","","","0.290","","https://www.uwhealth.org/providers","HTTP Redirect","","1.1","https://www.uwhealth.org/findadoctor/","2022-01-31 15:14:42"
"https://www.uwhealth.org/locations/category/administrative-buildings","text/html; charset=UTF-8","200","OK","Indexable","","Administrative locations | Locations and Clinics | UW Health","60","526","Serving more than 600,000 patients each year in the Upper Midwest and beyond at seven hospitals and more than 80 outpatient sites.","130","833","","0","","0","","0","Notice","6","","0","","","","","https://www.uwhealth.org/locations/category/administrative-buildings","","","","","","200604","676","2.813","2","","17","13","0","2.430","81","32","0","22","12","0","","","","","58995eced32b7869baec597a93b00982","0.312","","","","","1.1","https://www.uwhealth.org/locations/category/administrative-buildings","2022-01-31 15:14:42"
"https://www.uwhealth.org/locations/1102-s-park-st-clinic-258/pharmacy-1049","text/html; charset=UTF-8","200","OK","Indexable","","1102 S Park St Clinic Pharmacy | Locations and Clinics | UW Health","66","602","Serving more than 600,000 patients each year in the Upper Midwest and beyond at seven hospitals and more than 80 outpatient sites.","130","833","","0","1102 S Park St Clinic Pharmacy","30","","0","Notice","6","Parking and transportation","26","","","","","https://www.uwhealth.org/locations/1102-s-park-st-clinic-258/pharmacy-1049","","","","","","143564","236","1.938","2","","11","3","0","0.560","75","25","0","23","13","0","","","","","20f01260ea503848abdad026fe3c91b1","0.409","","","","","1.1","https://www.uwhealth.org/locations/1102-s-park-st-clinic-258/pharmacy-1049","2022-01-31 15:14:42"
"https://www.uwhealth.org/_next/static/image/_/_/common/uwhealth-design-assets/svg/gfx_tri-hex.44b35a8ab26874dd71802f7d591b4aaa.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","507","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.412","","","","","1.1","https://www.uwhealth.org/_next/static/image/_/_/common/uwhealth-design-assets/svg/gfx_tri-hex.44b35a8ab26874dd71802f7d591b4aaa.svg","2022-01-31 15:14:43"
"https://www.uwhealth.org/files/uwhealth/docs/pdf2/welcome_center_roi.pdf","application/pdf","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","2","","2","1","0","0.190","0","0","0","0","0","0","","","","","","0.251","Mon, 24 Sep 2018 19:40:41 GMT","","","","1.1","https://www.uwhealth.org/files/uwhealth/docs/pdf2/welcome_center_roi.pdf","2022-01-31 15:14:44"
"https://www.uwhealth.org/services/pediatric-neurology","text/html; charset=UTF-8","200","OK","Indexable","","Pediatric neurology, specialists & treatments | Conditions, Treatments and Services | UW Health","95","844","The UW Health Kids neurology team offers the latest treatments for the most complex pediatric neurological conditions.","118","736","Pediatric neurology, pediatric neurologic conditions, pediatric neurological conditions, childhood neurologic conditions, childhood neurological conditions, spinal muscular atrophy, pediatric headache, pediatric migraine, pediatric epilepsy, pediatric sei","255","Pediatric neurology: Specialized care for complex conditions","60","","0","Notice","6","Top-notch programs","18","","","","","https://www.uwhealth.org/services/pediatric-neurology","","","","","","267933","1289","3.582","2","","20","4","0","0.750","92","34","0","35","25","0","","","","","f19cbbf653f44852f2807dce434de3bb","0.522","","","","","1.1","https://www.uwhealth.org/services/pediatric-neurology","2022-01-31 15:14:43"
"https://www.uwhealth.org/files/uwhealth/docs/mychart/UWH_Preventive_Care_Reminders_in_MyChart.pdf","application/pdf","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","459857","0","0.000","2","","1","1","0","0.190","0","0","0","0","0","0","","","","","","0.205","Tue, 03 Aug 2021 17:42:39 GMT","","","","1.1","https://www.uwhealth.org/files/uwhealth/docs/mychart/UWH_Preventive_Care_Reminders_in_MyChart.pdf","2022-01-31 15:14:44"
"https://www.uwhealth.org/conditions/prostate-cancer","text/html; charset=UTF-8","200","OK","Indexable","","Prostate Cancer Doctor, Symptoms & Treatment | Conditions | UW Health","69","648","UW Health offers men prostate cancer screening, advanced prostate cancer treatments and support services through the UW Carbone Cancer Center. Learn more.","154","1015","prostate cancer doctor,prostate cancer specialist,prostate cancer symptoms","74","Prostate cancer: Learn about your options and treatments","56","","0","Notice","6","Prostate cancer is the most common cancer in American men","57","index,follow","","","","https://www.uwhealth.org/conditions/prostate-cancer","","","","","","371683","2849","5.010","2","","39","5","0","0.940","107","31","0","30","19","0","","","","","ee5b3fec903dea1e58ce5547267210cf","0.471","","","","","1.1","https://www.uwhealth.org/conditions/prostate-cancer","2022-01-31 15:14:43"
"https://www.uwhealth.org/pharmacy/advanced-practice-pharmacy-clerkships-internship-program/39117","","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","2","","2","2","0","0.370","0","0","0","0","0","0","","","","","","0.563","","https://www.uwhealth.org/pharmacy-services","HTTP Redirect","","1.1","https://www.uwhealth.org/pharmacy/advanced-practice-pharmacy-clerkships-internship-program/39117","2022-01-31 15:14:44"
"https://www.uwhealth.org/files/uwhealth/docs/billing/StatementSample_JDoe.pdf","application/pdf","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0.000","2","","2","2","0","0.370","0","0","0","0","0","0","","","","","","0.228","Tue, 01 Aug 2017 17:58:46 GMT","","","","1.1","https://www.uwhealth.org/files/uwhealth/docs/billing/StatementSample_JDoe.pdf","2022-01-31 15:14:44"
"https://www.uwhealth.org/managed-care-contracting","text/html; charset=UTF-8","200","OK","Indexable","","Managed Care Contracting | UW Health","36","351","UW Health Managed Care Contracting Department helps negotiate managed care contracts with insurers, employers and other health care organizations. Learn more.","158","1028","managed care contract,managed care contracting","46","Managed Care Contracting: Helping health plans and payers connect to the multiple resources of UW Health","104","","0","Notice","6","Connecting with insurers, employers and other health care organizations","71","","","","","https://www.uwhealth.org/managed-care-contracting","","","","","","317913","449","1.317","2","","5","2","0","0.370","80","31","0","26","16","0","","","","","b364e0869f92f4538d64e38dcffb0060","0.340","","","","","1.1","https://www.uwhealth.org/managed-care-contracting","2022-01-31 15:14:44"
"https://www.uwhealth.org/forms/inquire-about-pediatric-car-t-cellular-therapy","text/html; charset=UTF-8","200","OK","Indexable","","UW Health","9","97","UW Health is the academic medical center and health system for the University of Wisconsin.","91","579","","0","Requestion information about Pediatric CAR T-Cellular Therapy at UW Health","74","","0","Notice","6","","0","","","","","https://www.uwhealth.org/forms/inquire-about-pediatric-car-t-cellular-therapy","","","","","","108653","127","1.822","2","","4","3","0","0.560","70","25","0","22","12","0","","","","","1e28fe6931ed92e44a5ae07a952a373f","0.487","","","","","1.1","https://www.uwhealth.org/forms/inquire-about-pediatric-car-t-cellular-therapy","2022-01-31 15:14:45"
